,CUI,STR,SAB,STY
1687,C0027708,Wilms tumor,PDQ,Neoplastic Process
1688,C0027708,Wilms tumor,ORPHANET,Neoplastic Process
1690,C0027708,Wilms Tumor,MSH,Neoplastic Process
1710,C0229667,Venous blood,RCD,Body Substance
1711,C0229667,Venous blood,SNMI,Body Substance
1712,C2338243,Venous blood,FMA,Tissue
1713,C1550615,Venous Blood,NCI,Body Substance
1714,C0229667,venous blood,CHV,Body Substance
1715,C0229667,Venous blood,SNOMEDCT_US,Body Substance
1716,C0014474,Ependymoma,COSTAR,Neoplastic Process
1717,C0014474,Ependymoma,MDR,Neoplastic Process
1718,C0014474,Ependymoma,MSH,Neoplastic Process
1719,C0014474,Ependymoma,RCD,Neoplastic Process
1720,C0014474,Ependymoma,SNM,Neoplastic Process
1721,C0014474,ependymoma,AOD,Neoplastic Process
1722,C0014474,ependymoma,CSP,Neoplastic Process
1723,C0014474,Ependymoma,OMIM,Neoplastic Process
1724,C0014474,Ependymoma,SNOMEDCT_US,Neoplastic Process
1725,C0014474,ependymoma,CHV,Neoplastic Process
1726,C0014474,EPENDYMOMA,OMIM,Neoplastic Process
1727,C0014474,Ependymoma,HPO,Neoplastic Process
1730,C0014474,Ependymoma,ORPHANET,Neoplastic Process
1731,C0014474,Ependymoma,NCI,Neoplastic Process
1732,C0014474,Ependymoma,MTH,Neoplastic Process
1733,C0001074,Achilles Tendon,MSH,"Body Part, Organ, or Organ Component"
1734,C1305378,Achilles tendon,RCD,"Body Part, Organ, or Organ Component"
1735,C0001074,Achilles tendon,SNM,"Body Part, Organ, or Organ Component"
1736,C0001074,Achilles tendon,SNMI,"Body Part, Organ, or Organ Component"
1737,C0001074,Achilles tendon,UWDA,"Body Part, Organ, or Organ Component"
1738,C0001074,Achilles tendon,FMA,"Body Part, Organ, or Organ Component"
1739,C0001074,achilles tendon,CHV,"Body Part, Organ, or Organ Component"
1740,C0001074,Achilles tendon,LCH_NW,"Body Part, Organ, or Organ Component"
1741,C0001074,Achilles tendon,SNOMEDCT_US,"Body Part, Organ, or Organ Component"
1742,C0001074,Achilles Tendon,NCI,"Body Part, Organ, or Organ Component"
1743,C0399805,Duodenal biopsy,RCD,Diagnostic Procedure
1744,C0399805,Duodenal Biopsy,NCI,Diagnostic Procedure
1745,C0399805,Duodenal biopsy,SNOMEDCT_US,Diagnostic Procedure
1746,C0020885,Ileum,LCH,"Body Part, Organ, or Organ Component"
1747,C0020885,Ileum,MSH,"Body Part, Organ, or Organ Component"
1748,C0020885,Ileum,MTHMST,"Body Part, Organ, or Organ Component"
1749,C0020885,Ileum,RCD,"Body Part, Organ, or Organ Component"
1750,C0020885,Ileum,SNM,"Body Part, Organ, or Organ Component"
1751,C0020885,Ileum,UWDA,"Body Part, Organ, or Organ Component"
1752,C0020885,ileum,AOD,"Body Part, Organ, or Organ Component"
1753,C0020885,ileum,CSP,"Body Part, Organ, or Organ Component"
1754,C0020885,ileum,MTH,"Body Part, Organ, or Organ Component"
1755,C0020885,ILEUM,SNMI,"Body Part, Organ, or Organ Component"
1756,C0020885,Ileum,FMA,"Body Part, Organ, or Organ Component"
1757,C0020885,ileum,CHV,"Body Part, Organ, or Organ Component"
1758,C0020885,Ileum,LCH_NW,"Body Part, Organ, or Organ Component"
1759,C0020885,Ileum,SNOMEDCT_US,"Body Part, Organ, or Organ Component"
1760,C0020885,Ileum,LNC,"Body Part, Organ, or Organ Component"
1761,C0020885,Ileum,PSY,"Body Part, Organ, or Organ Component"
1762,C0020885,Ileum,NCI,"Body Part, Organ, or Organ Component"
1763,C0020885,Ileum,HL7V2.5,"Body Part, Organ, or Organ Component"
1764,C0227391,sigmoid,CHV,"Body Part, Organ, or Organ Component"
1765,C0227391,Sigmoid,MSH,"Body Part, Organ, or Organ Component"
1766,C0227391,Sigmoid,HL7V2.5,"Body Part, Organ, or Organ Component"
1767,C0034896,Rectum,LCH,"Body Part, Organ, or Organ Component"
1768,C0034896,Rectum,MSH,"Body Part, Organ, or Organ Component"
1769,C0034896,Rectum,MTH,"Body Part, Organ, or Organ Component"
1770,C0034896,Rectum,MTHMST,"Body Part, Organ, or Organ Component"
1771,C0034896,Rectum,RCD,"Body Part, Organ, or Organ Component"
1772,C0034896,Rectum,SNM,"Body Part, Organ, or Organ Component"
1774,C0034896,Rectum,UWDA,"Body Part, Organ, or Organ Component"
1775,C0034896,RECTUM,SNMI,"Body Part, Organ, or Organ Component"
1776,C0034896,rectum,AOD,"Body Part, Organ, or Organ Component"
1777,C0034896,rectum,CSP,"Body Part, Organ, or Organ Component"
1778,C0034896,Rectum,FMA,"Body Part, Organ, or Organ Component"
1779,C0034896,Rectum,LNC,"Body Part, Organ, or Organ Component"
1780,C0034896,rectum,CHV,"Body Part, Organ, or Organ Component"
1782,C0034896,Rectum,LCH_NW,"Body Part, Organ, or Organ Component"
1785,C0034896,Rectum,SNOMEDCT_US,"Body Part, Organ, or Organ Component"
1787,C4482211,Rectum,LNC,"Body Part, Organ, or Organ Component"
1788,C0034896,Rectum,NCI,"Body Part, Organ, or Organ Component"
1789,C0034896,Rectum,HL7V2.5,"Body Part, Organ, or Organ Component"
1790,C0036628,Seminal vesicle,RCD,"Body Part, Organ, or Organ Component"
1791,C0036628,Seminal vesicle,SNM,"Body Part, Organ, or Organ Component"
1792,C0036628,Seminal vesicle,UWDA,"Body Part, Organ, or Organ Component"
1793,C0036628,Seminal Vesicle,MSH,"Body Part, Organ, or Organ Component"
1794,C0036628,seminal vesicle,AOD,"Body Part, Organ, or Organ Component"
1795,C0036628,seminal vesicle,CSP,"Body Part, Organ, or Organ Component"
1796,C0036628,Seminal vesicle,FMA,"Body Part, Organ, or Organ Component"
1797,C0036628,seminal vesicle,CHV,"Body Part, Organ, or Organ Component"
1798,C0036628,Seminal vesicle,LNC,"Body Part, Organ, or Organ Component"
1800,C0036628,Seminal vesicle,SNOMEDCT_US,"Body Part, Organ, or Organ Component"
1802,C0036628,Seminal Vesicle,NCI,"Body Part, Organ, or Organ Component"
1803,C0033572,Prostate,MSH,"Body Part, Organ, or Organ Component"
1804,C0033572,Prostate,MTH,"Body Part, Organ, or Organ Component"
1805,C0033572,Prostate,RCD,"Body Part, Organ, or Organ Component"
1806,C0033572,Prostate,SNM,"Body Part, Organ, or Organ Component"
1807,C0033572,Prostate,UWDA,"Body Part, Organ, or Organ Component"
1808,C0033572,PROSTATE,CCPSS,"Body Part, Organ, or Organ Component"
1809,C0033572,PROSTATE,SNMI,"Body Part, Organ, or Organ Component"
1810,C0033572,prostate,AOD,"Body Part, Organ, or Organ Component"
1811,C0033572,prostate,CSP,"Body Part, Organ, or Organ Component"
1812,C0033572,Prostate,FMA,"Body Part, Organ, or Organ Component"
1813,C0033572,Prostate,ICF,"Body Part, Organ, or Organ Component"
1814,C0033572,Prostate,ICF-CY,"Body Part, Organ, or Organ Component"
1815,C0033572,Prostate,LNC,"Body Part, Organ, or Organ Component"
1816,C0033572,prostate,CHV,"Body Part, Organ, or Organ Component"
1818,C0033572,Prostate,LCH_NW,"Body Part, Organ, or Organ Component"
1820,C0033572,Prostate,SNOMEDCT_US,"Body Part, Organ, or Organ Component"
1822,C4266527,Prostate,LNC,"Body Part, Organ, or Organ Component"
1823,C0033572,Prostate,PSY,"Body Part, Organ, or Organ Component"
1824,C0033572,Prostate,NCI,"Body Part, Organ, or Organ Component"
1825,C0150866,Skin Biopsy,AIR,Diagnostic Procedure
1826,C0150866,Skin biopsy,RCD,Diagnostic Procedure
1827,C0150866,Skin Biopsy,NCI,Diagnostic Procedure
1828,C0150866,skin biopsy,CHV,Diagnostic Procedure
1829,C0150866,Skin biopsy,MDR,Diagnostic Procedure
1830,C0150866,Skin biopsy,SNOMEDCT_US,Diagnostic Procedure
1831,C0150866,skin biopsy,ICPC2P,Diagnostic Procedure
1832,C0017638,Glioma,MDR,Neoplastic Process
1833,C0017638,Glioma,MSH,Neoplastic Process
1834,C0017638,Glioma,MTH,Neoplastic Process
1835,C0017638,Glioma,RCD,Neoplastic Process
1836,C0017638,GLIOMA,COSTAR,Neoplastic Process
1837,C0017638,GLIOMA,DXP,Neoplastic Process
1838,C0017638,glioma,AOD,Neoplastic Process
1839,C0017638,glioma,CSP,Neoplastic Process
1840,C0017638,Glioma,OMIM,Neoplastic Process
1841,C0017638,Glioma,SNOMEDCT_US,Neoplastic Process
1842,C0017638,glioma,CHV,Neoplastic Process
1843,C0017638,Glioma,MEDLINEPLUS,Neoplastic Process
1844,C0017638,glioma,MEDCIN,Neoplastic Process
1845,C0017638,Glioma,NCI,Neoplastic Process
1846,C0017638,Glioma,HPO,Neoplastic Process
1849,C0017638,Glioma,ORPHANET,Neoplastic Process
1850,C1535502,Bronchoalveolar lavage,SNMI,Therapeutic or Preventive Procedure
1851,C1535502,Bronchoalveolar Lavage,MSH,Therapeutic or Preventive Procedure
1852,C1535502,Bronchoalveolar Lavage,NCI,Therapeutic or Preventive Procedure
1853,C1535502,Bronchoalveolar Lavage,MTH,Therapeutic or Preventive Procedure
1854,C1535502,bronchoalveolar lavage,CHV,Therapeutic or Preventive Procedure
1855,C1535502,Bronchoalveolar lavage,LCH_NW,Therapeutic or Preventive Procedure
1856,C1535502,bronchoalveolar lavage,MEDCIN,Therapeutic or Preventive Procedure
1857,C1535502,Bronchoalveolar lavage,MDR,Therapeutic or Preventive Procedure
1858,C0012383,Bronchoalveolar lavage,LNC,Organic Chemical
1859,C0012383,Bronchoalveolar lavage,LNC,Pharmacologic Substance
1860,C1535502,bronchoalveolar lavage,PDQ,Therapeutic or Preventive Procedure
1862,C1535502,bronchoalveolar lavage,CSP,Therapeutic or Preventive Procedure
1864,C2827718,In Vitro,NCI,Functional Concept
1865,C1533691,in vitro,CHV,Qualitative Concept
1866,C1533691,In Vitro,NCI,Qualitative Concept
1867,C0021135,In Vitro,MSH,Intellectual Product
1868,C1533691,in vitro,MTH,Qualitative Concept
1887,C0018787,coronary,CSP,"Body Part, Organ, or Organ Component"
1888,C1522318,Coronary,NCI,Spatial Concept
1889,C1522318,Coronary,MTH,Spatial Concept
1890,C0007272,CAROTID,CCPSS,"Body Part, Organ, or Organ Component"
1891,C0007272,carotid,CHV,"Body Part, Organ, or Organ Component"
1892,C0007272,Carotid,HL7V2.5,"Body Part, Organ, or Organ Component"
1893,C0007806,Cerebrospinal Fluid,MSH,Body Substance
1894,C0007806,Cerebrospinal Fluid,MTH,Body Substance
1895,C0007806,Cerebrospinal Fluid,SNM,Body Substance
1896,C0007806,cerebrospinal fluid,AOD,Body Substance
1897,C0007806,cerebrospinal fluid,CSP,Body Substance
1898,C0007806,Cerebrospinal fluid,LCH,Body Substance
1899,C0007806,Cerebrospinal fluid,RCD,Body Substance
1900,C0007806,Cerebrospinal fluid,SNM,Body Substance
1901,C0007806,Cerebrospinal fluid,UWDA,Body Substance
1902,C0007806,CEREBROSPINAL FLUID,SNMI,Body Substance
1903,C0007806,cerebrospinal fluid,CHV,Body Substance
1904,C0007806,Cerebrospinal fluid,LCH_NW,Body Substance
1905,C0007806,Cerebrospinal fluid,FMA,Body Substance
1906,C0007806,Cerebrospinal fluid,SNOMEDCT_US,Body Substance
1907,C0007807,cerebrospinal fluid,MSH,Functional Concept
1908,C0007806,Cerebrospinal Fluid,PSY,Body Substance
1909,C0007806,Cerebrospinal Fluid,NCI,Body Substance
1910,C0729595,Pelvic lymph node,RCD,"Body Part, Organ, or Organ Component"
1911,C0729595,Pelvic lymph node,SNM,"Body Part, Organ, or Organ Component"
1912,C0729595,Pelvic lymph node,UWDA,"Body Part, Organ, or Organ Component"
1913,C0729595,pelvic lymph node,CHV,"Body Part, Organ, or Organ Component"
1914,C0729595,Pelvic lymph node,FMA,"Body Part, Organ, or Organ Component"
1915,C0729595,Pelvic lymph node,SNOMEDCT_US,"Body Part, Organ, or Organ Component"
1916,C0729595,Pelvic Lymph Node,NCI,"Body Part, Organ, or Organ Component"
1917,C0039590,Testicular tumor,RCDAE,Neoplastic Process
1918,C0039590,testicular tumor,CHV,Neoplastic Process
1919,C0039590,Testicular tumor,HPO,Neoplastic Process
1920,C0039590,Testicular Tumor,MSH,Neoplastic Process
1921,C0039590,Testicular Tumor,NCI,Neoplastic Process
1922,C0152013,Lung adenocarcinoma,OMIM,Neoplastic Process
1923,C0152013,lung adenocarcinoma,MEDCIN,Neoplastic Process
1924,C0152013,lung adenocarcinoma,CHV,Neoplastic Process
1925,C0152013,Lung adenocarcinoma,SNOMEDCT_VET,Neoplastic Process
1926,C0152013,Lung adenocarcinoma,HPO,Neoplastic Process
1927,C0152013,Lung adenocarcinoma,MDR,Neoplastic Process
1929,C0152013,Lung Adenocarcinoma,MSH,Neoplastic Process
1930,C0152013,Lung Adenocarcinoma,PDQ,Neoplastic Process
1931,C0152013,Lung Adenocarcinoma,OMIM,Neoplastic Process
1932,C0152013,Lung Adenocarcinoma,NCI,Neoplastic Process
1933,C0026639,oral mucosa,CSP,"Body Part, Organ, or Organ Component"
1934,C0026639,Oral mucosa,LCH,"Body Part, Organ, or Organ Component"
1935,C0026639,Oral mucosa,RCD,"Body Part, Organ, or Organ Component"
1936,C0026639,Oral mucosa,SNMI,"Body Part, Organ, or Organ Component"
1937,C0026639,Oral Mucosa,NCI,"Body Part, Organ, or Organ Component"
1938,C0026639,oral mucosa,CHV,"Body Part, Organ, or Organ Component"
1939,C0026639,Oral mucosa,LCH_NW,"Body Part, Organ, or Organ Component"
1940,C0026639,Oral Mucosa,MSH,"Body Part, Organ, or Organ Component"
1941,C0026639,Oral mucosa,FMA,"Body Part, Organ, or Organ Component"
1942,C0026639,Oral mucosa,SNOMEDCT_US,"Body Part, Organ, or Organ Component"
1943,C0007137,Squamous cell carcinoma,ICPC2P,Neoplastic Process
1944,C0007137,Squamous cell carcinoma,MDR,Neoplastic Process
1945,C0007137,Squamous cell carcinoma,RCD,Neoplastic Process
1946,C0007137,Squamous cell carcinoma,SNM,Neoplastic Process
1947,C0007137,squamous cell carcinoma,AOD,Neoplastic Process
1948,C0007137,squamous cell carcinoma,BI,Neoplastic Process
1949,C0007137,squamous cell carcinoma,CSP,Neoplastic Process
1950,C0007137,Squamous cell carcinoma,OMIM,Neoplastic Process
1951,C0007137,squamous cell carcinoma,MEDCIN,Neoplastic Process
1952,C0007137,SQUAMOUS CELL CARCINOMA,CCPSS,Neoplastic Process
1953,C0007137,Squamous cell carcinoma,LNC,Neoplastic Process
1954,C0007137,squamous cell carcinoma,CHV,Neoplastic Process
1955,C0007137,Squamous cell carcinoma,LCH_NW,Neoplastic Process
1956,C0007137,Squamous cell carcinoma,HPO,Neoplastic Process
1958,C0007137,Squamous Cell Carcinoma,MSH,Neoplastic Process
1959,C0007137,Squamous cell carcinoma,SNOMEDCT_US,Neoplastic Process
1963,C0007137,Squamous cell carcinoma,MTH,Neoplastic Process
1964,C0007137,Squamous Cell Carcinoma,NCI,Neoplastic Process
1965,C0007137,squamous cell carcinoma,ICPC2P,Neoplastic Process
1966,C0022131,pancreatic islet,CSP,"Body Part, Organ, or Organ Component"
1967,C0022131,Pancreatic islet,FMA,"Body Part, Organ, or Organ Component"
1968,C0022131,Pancreatic islet,UWDA,"Body Part, Organ, or Organ Component"
1969,C0022131,pancreatic islet,CHV,"Body Part, Organ, or Organ Component"
1970,C0022131,Pancreatic Islet,MSH,"Body Part, Organ, or Organ Component"
1971,C2717959,iPSC,NCI,Cell
1972,C4050317,Patient-Derived Xenograft,NCI,Experimental Model of Disease
1977,C0376358,prostatic cancer,CSP,Neoplastic Process
1978,C0376358,Prostatic cancer,HPO,Neoplastic Process
1979,C0376358,Prostatic cancer,MDR,Neoplastic Process
1980,C0376358,Prostatic Cancer,MSH,Neoplastic Process
1981,C0376358,prostatic cancer,PDQ,Neoplastic Process
1982,C0278883,metastatic melanoma,CHV,Neoplastic Process
1983,C0278883,Metastatic melanoma,MTH,Neoplastic Process
1984,C0278883,Metastatic melanoma,MDR,Neoplastic Process
1985,C0278883,metastatic melanoma,PDQ,Neoplastic Process
1986,C0278883,Metastatic Melanoma,NCI,Neoplastic Process
1987,C2337731,Brodmann area 38,FMA,Body Location or Region
1988,C2337731,Brodmann area 38,MTH,Body Location or Region
1989,C2337731,Brodmann Area 38,MSH,Body Location or Region
1990,C2954192,Anterior cingulate cortex,FMA,Tissue
1991,C5700070,Anterior Cingulate Cortex,NCI,"Body Part, Organ, or Organ Component"
1992,C2954192,anterior cingulate cortex,NEU,Tissue
1993,C5700070,Anterior Cingulate Cortex,MTH,"Body Part, Organ, or Organ Component"
1994,C5700070,Anterior Cingulate Cortex,MSH,"Body Part, Organ, or Organ Component"
1995,C0018826,Heart Valve,MSH,"Body Part, Organ, or Organ Component"
1996,C0018826,heart valve,AOD,"Body Part, Organ, or Organ Component"
1997,C0018826,heart valve,CSP,"Body Part, Organ, or Organ Component"
1998,C1305961,Heart valve,RCD,"Body Part, Organ, or Organ Component"
1999,C0018826,Heart valve,FMA,"Body Part, Organ, or Organ Component"
2000,C0018826,heart valve,CHV,"Body Part, Organ, or Organ Component"
2001,C0018826,Heart Valve,HL7V2.5,"Body Part, Organ, or Organ Component"
2002,C0025202,Melanoma,ICPC2P,Neoplastic Process
2003,C0025202,Melanoma,LCH,Neoplastic Process
2004,C0025202,Melanoma,MSH,Neoplastic Process
2005,C0025202,Melanoma,SNM,Neoplastic Process
2006,C0025202,MELANOMA,COSTAR,Neoplastic Process
2007,C0025202,melanoma,AOD,Neoplastic Process
2008,C0025202,melanoma,BI,Neoplastic Process
2009,C0025202,melanoma,CSP,Neoplastic Process
2010,C0025202,Melanoma,OMIM,Neoplastic Process
2011,C0025202,melanoma,CHV,Neoplastic Process
2012,C0025202,Melanoma,MEDLINEPLUS,Neoplastic Process
2013,C0025202,Melanoma,LCH_NW,Neoplastic Process
2014,C0025202,Melanoma,LNC,Neoplastic Process
2015,C0025202,Melanoma,HPO,Neoplastic Process
2016,C0025202,Melanoma,MDR,Neoplastic Process
2017,C0796561,melanoma,CVX,Pharmacologic Substance
2018,C0796561,melanoma,CVX,Immunologic Factor
2019,C0025202,melanoma,PDQ,Neoplastic Process
2020,C0025202,melanoma,ICPC2ICD10ENG,Neoplastic Process
2021,C0025202,Melanoma,NCI,Neoplastic Process
2022,C0025202,melanoma,MTH,Neoplastic Process
2023,C0796561,melanoma,HL7V2.5,Pharmacologic Substance
2024,C0796561,melanoma,HL7V2.5,Immunologic Factor
2025,C0796561,melanoma,HL7V3.0,Pharmacologic Substance
2026,C0796561,melanoma,HL7V3.0,Immunologic Factor
2027,C0025202,melanoma,ICPC2P,Neoplastic Process
2028,C1306819,Foreskin,RCD,"Body Part, Organ, or Organ Component"
2029,C0227952,Foreskin,SNMI,"Body Part, Organ, or Organ Component"
2030,C0227952,Foreskin,MSH,"Body Part, Organ, or Organ Component"
2031,C0227952,Foreskin,FMA,"Body Part, Organ, or Organ Component"
2032,C0227952,foreskin,CHV,"Body Part, Organ, or Organ Component"
2033,C0227952,Foreskin,LCH_NW,"Body Part, Organ, or Organ Component"
2034,C0227952,Foreskin,UWDA,"Body Part, Organ, or Organ Component"
2035,C0227952,Foreskin,SNOMEDCT_US,"Body Part, Organ, or Organ Component"
2036,C0227952,Foreskin,NCI,"Body Part, Organ, or Organ Component"
2037,C0227952,Foreskin,HL7V2.5,"Body Part, Organ, or Organ Component"
2038,C0006087,Brachial Artery,MSH,"Body Part, Organ, or Organ Component"
2039,C0006087,Brachial artery,RCD,"Body Part, Organ, or Organ Component"
2040,C0006087,Brachial artery,SNM,"Body Part, Organ, or Organ Component"
2041,C0006087,Brachial artery,UWDA,"Body Part, Organ, or Organ Component"
2042,C0006087,Brachial artery,FMA,"Body Part, Organ, or Organ Component"
2043,C0006087,Brachial artery,LNC,"Body Part, Organ, or Organ Component"
2045,C0006087,brachial artery,CHV,"Body Part, Organ, or Organ Component"
2048,C0006087,Brachial artery,SNOMEDCT_US,"Body Part, Organ, or Organ Component"
2050,C4482227,Brachial artery,LNC,"Body Part, Organ, or Organ Component"
2053,C0006087,Brachial Artery,NCI,"Body Part, Organ, or Organ Component"
2054,C0370231,Whole blood,RCD,Body Substance
2055,C0370231,Whole blood,SNM,Body Substance
2056,C0370231,Whole blood,LNC,Body Substance
2057,C0370231,whole blood,CHV,Body Substance
2061,C1608383,Whole Blood,NCI,Body Substance
2062,C1546552,Whole blood,HL7V2.5,Intellectual Product
2063,C1608383,Whole blood,HL7V3.0,Body Substance
2064,C0370231,whole blood,MTH,Body Substance
2065,C0370231,Whole blood,SNOMEDCT_US,Body Substance
2066,C0024121,LUNG TUMOR,CCPSS,Neoplastic Process
2067,C0024121,LUNG TUMOR,DXP,Neoplastic Process
2068,C0024121,lung tumor,CHV,Neoplastic Process
2069,C0024121,Lung tumor,HPO,Neoplastic Process
2070,C0024121,Lung Tumor,NCI,Neoplastic Process
2071,C1458155,Breast tumor,RCDAE,Neoplastic Process
2072,C1458155,Breast tumor,LNC,Neoplastic Process
2073,C1458155,breast tumor,CHV,Neoplastic Process
2075,C1458155,Breast tumor,HPO,Neoplastic Process
2076,C1458155,Breast tumor,SNOMEDCT_US,Neoplastic Process
2078,C1458155,Breast Tumor,MSH,Neoplastic Process
2079,C1458155,Breast Tumor,NCI,Neoplastic Process
2080,C0030297,pancreatic tumor,CHV,Neoplastic Process
2081,C0030297,Pancreatic tumor,MTHMST,Neoplastic Process
2082,C0030297,Pancreatic tumor,HPO,Neoplastic Process
2083,C0030297,Pancreatic tumor,SNOMEDCT_VET,Neoplastic Process
2084,C0030297,Pancreatic Tumor,NCI,Neoplastic Process
2085,C0040411,tongue tumor,CHV,Neoplastic Process
2086,C0040411,Tongue Tumor,NCI,Neoplastic Process
2087,C0040422,tonsil tumor,CHV,Neoplastic Process
2088,C0040422,Tonsil Tumor,NCI,Neoplastic Process
2089,C0006118,BRAIN TUMOR,CCPSS,Neoplastic Process
2090,C0006118,BRAIN TUMOR,COSTAR,Neoplastic Process
2091,C0006118,BRAIN TUMOR,CST,Neoplastic Process
2092,C0006118,Brain tumor,RCDAE,Neoplastic Process
2093,C0006118,Brain Tumor,MSH,Neoplastic Process
2094,C0006118,brain tumor,CHV,Neoplastic Process
2096,C0006118,brain tumor,MEDCIN,Neoplastic Process
2097,C0006118,Brain tumor,MDR,Neoplastic Process
2098,C0006118,Brain tumor,HPO,Neoplastic Process
2099,C0006118,brain tumor,PDQ,Neoplastic Process
2100,C0006118,Brain tumor,SNOMEDCT_US,Neoplastic Process
2101,C0006118,Brain Tumor,NCI,Neoplastic Process
2102,C0037286,SKIN TUMOR,CCPSS,Neoplastic Process
2103,C0037286,SKIN TUMOR,DXP,Neoplastic Process
2104,C0037286,Skin tumor,RCDAE,Neoplastic Process
2105,C0037286,skin tumor,CHV,Neoplastic Process
2106,C0037286,Skin tumor,MDR,Neoplastic Process
2107,C0037286,Skin tumor,SNOMEDCT_US,Neoplastic Process
2108,C0037286,skin tumor,PDQ,Neoplastic Process
2109,C0037286,Skin Tumor,NCI,Neoplastic Process
2110,C0005695,Bladder tumor,LNC,Neoplastic Process
2111,C0005695,bladder tumor,CHV,Neoplastic Process
2112,C0005695,Bladder Tumor,MSH,Neoplastic Process
2113,C0005695,Bladder tumor,HPO,Neoplastic Process
2114,C0005695,Bladder tumor,SNOMEDCT_VET,Neoplastic Process
2116,C0005695,Bladder Tumor,NCI,Neoplastic Process
2140,C3887461,Head and Neck Carcinoma,MTH,Neoplastic Process
2141,C3887461,Head and Neck Carcinoma,NCI,Neoplastic Process
2164,C0039597,Testis,LCH,"Body Part, Organ, or Organ Component"
2165,C0039597,Testis,MSH,"Body Part, Organ, or Organ Component"
2166,C0039597,Testis,MTH,"Body Part, Organ, or Organ Component"
2167,C0039597,Testis,RCD,"Body Part, Organ, or Organ Component"
2168,C0039597,Testis,SNM,"Body Part, Organ, or Organ Component"
2170,C0039597,Testis,UWDA,"Body Part, Organ, or Organ Component"
2171,C0039597,testis,CSP,"Body Part, Organ, or Organ Component"
2172,C0039597,Testis,FMA,"Body Part, Organ, or Organ Component"
2173,C0039597,Testis,LNC,"Body Part, Organ, or Organ Component"
2174,C0039597,testis,CHV,"Body Part, Organ, or Organ Component"
2177,C0039597,Testis,LCH_NW,"Body Part, Organ, or Organ Component"
2178,C0812397,testis,NDDF,Pharmacologic Substance
2179,C0039597,Testis,SNOMEDCT_US,"Body Part, Organ, or Organ Component"
2182,C0039597,Testis,NCI,"Body Part, Organ, or Organ Component"
2183,C0927195,Stroma,NCI,"Body Part, Organ, or Organ Component"
2184,C0927195,Stroma,FMA,"Body Part, Organ, or Organ Component"
2185,C0927195,stroma,CHV,"Body Part, Organ, or Organ Component"
2186,C0927195,Stroma,UWDA,"Body Part, Organ, or Organ Component"
2206,C0040408,Tongue,LCH,"Body Part, Organ, or Organ Component"
2207,C0040408,Tongue,MSH,"Body Part, Organ, or Organ Component"
2208,C0040408,Tongue,MTH,"Body Part, Organ, or Organ Component"
2209,C0040408,Tongue,RCD,"Body Part, Organ, or Organ Component"
2210,C0040408,Tongue,SNM,"Body Part, Organ, or Organ Component"
2212,C0040408,Tongue,UWDA,"Body Part, Organ, or Organ Component"
2213,C0040408,TONGUE,SNMI,"Body Part, Organ, or Organ Component"
2214,C0040408,tongue,AOD,"Body Part, Organ, or Organ Component"
2215,C0040408,tongue,CSP,"Body Part, Organ, or Organ Component"
2216,C0040408,Tongue,FMA,"Body Part, Organ, or Organ Component"
2217,C0040408,Tongue,ICF,"Body Part, Organ, or Organ Component"
2218,C0040408,Tongue,ICF-CY,"Body Part, Organ, or Organ Component"
2219,C0040408,Tongue,LNC,"Body Part, Organ, or Organ Component"
2220,C0040408,tongue,CHV,"Body Part, Organ, or Organ Component"
2222,C0040408,Tongue,LCH_NW,"Body Part, Organ, or Organ Component"
2224,C0040408,Tongue,SNOMEDCT_US,"Body Part, Organ, or Organ Component"
2226,C0040408,Tongue,PSY,"Body Part, Organ, or Organ Component"
2227,C0040408,Tongue,NCI,"Body Part, Organ, or Organ Component"
2228,C0040408,Tongue,HL7V2.5,"Body Part, Organ, or Organ Component"
2229,C0008109,Chimeras,MSH,Organism
2230,C0008109,chimeras,CHV,Organism
2231,C1844596,Spheroids,OMIM,Finding
2257,C0226801,Basilic vein,RCD,"Body Part, Organ, or Organ Component"
2258,C0226801,Basilic vein,SNM,"Body Part, Organ, or Organ Component"
2259,C0226801,Basilic vein,SNMI,"Body Part, Organ, or Organ Component"
2260,C0226801,Basilic vein,UWDA,"Body Part, Organ, or Organ Component"
2261,C0226801,Basilic vein,FMA,"Body Part, Organ, or Organ Component"
2262,C0226801,basilic vein,CHV,"Body Part, Organ, or Organ Component"
2263,C0226801,Basilic vein,SNOMEDCT_US,"Body Part, Organ, or Organ Component"
2264,C0226801,Basilic Vein,NCI,"Body Part, Organ, or Organ Component"
2265,C0226802,Cephalic vein,RCD,"Body Part, Organ, or Organ Component"
2266,C0226802,Cephalic vein,SNM,"Body Part, Organ, or Organ Component"
2267,C0226802,Cephalic vein,SNMI,"Body Part, Organ, or Organ Component"
2268,C0226802,Cephalic vein,UWDA,"Body Part, Organ, or Organ Component"
2269,C0226802,Cephalic vein,FMA,"Body Part, Organ, or Organ Component"
2270,C0226802,cephalic vein,CHV,"Body Part, Organ, or Organ Component"
2271,C0226802,Cephalic vein,SNOMEDCT_US,"Body Part, Organ, or Organ Component"
2272,C0226802,Cephalic Vein,NCI,"Body Part, Organ, or Organ Component"
2273,C4019110,dorsolateral prefrontal cortex,NEU,"Body Part, Organ, or Organ Component"
2274,C4019080,dorsolateral prefrontal cortex,NEU,"Body Part, Organ, or Organ Component"
2275,C4019080,Dorsolateral Prefrontal Cortex,MTH,"Body Part, Organ, or Organ Component"
