,CUI,STR,SAB,STY
1145,C0017661,IgA nephropathy,RCD,Disease or Syndrome
1146,C0017661,IGA NEPHROPATHY,QMR,Disease or Syndrome
1147,C0017661,IgA nephropathy,MDR,Disease or Syndrome
1148,C0017661,iga nephropathy,CHV,Disease or Syndrome
1149,C0017661,IgA nephropathy,OMIM,Disease or Syndrome
1150,C0017661,IgA nephropathy,HPO,Disease or Syndrome
1152,C0017661,IgA nephropathy,MEDCIN,Disease or Syndrome
1153,C0017661,IGA Nephropathy,MSH,Disease or Syndrome
1154,C0017661,IgA nephropathy,SNOMEDCT_US,Disease or Syndrome
1155,C0017661,IgA Nephropathy,NCI,Disease or Syndrome
1158,C2355591,MSSA,MTHICD9,Finding
1159,C1635274,MSSA,SNOMEDCT_US,Bacterium
1160,C0343401,MRSA,MTHICD9,Disease or Syndrome
1161,C1265292,MRSA,CHV,Bacterium
1162,C0343401,MRSA,CHV,Disease or Syndrome
1163,C0343401,MRSA,MEDLINEPLUS,Disease or Syndrome
1164,C1265292,MRSA,MSH,Bacterium
1165,C0343401,MRSA,PDQ,Disease or Syndrome
1166,C1265292,MRSA,SNOMEDCT_US,Bacterium
1167,C5780970,MRSA,NCI,Gene or Genome
1168,C1265292,MRSA,CSP,Bacterium
1169,C0023480,CMML,MEDCIN,Neoplastic Process
1170,C0023480,cmml,CHV,Neoplastic Process
1171,C0023480,CMML,OMIM,Neoplastic Process
1172,C0023480,CMML,PDQ,Neoplastic Process
1173,C0023480,CMML,ORPHANET,Neoplastic Process
1174,C0263666,Juvenile dermatomyositis,ICD10,Disease or Syndrome
1175,C0263666,Juvenile dermatomyositis,ICD10AM,Disease or Syndrome
1176,C0263666,Juvenile dermatomyositis,RCD,Disease or Syndrome
1177,C0263666,juvenile dermatomyositis,CHV,Disease or Syndrome
1178,C0263666,Juvenile Dermatomyositis,NCI,Disease or Syndrome
1179,C0263666,Juvenile dermatomyositis,MDR,Disease or Syndrome
1180,C0263666,Juvenile dermatomyositis,ICD10CM,Disease or Syndrome
1181,C0263666,juvenile dermatomyositis,MEDCIN,Disease or Syndrome
1182,C0263666,Juvenile Dermatomyositis,MSH,Disease or Syndrome
1183,C0263666,Juvenile dermatomyositis,SNOMEDCT_US,Disease or Syndrome
1184,C0263666,Juvenile dermatomyositis,ORPHANET,Disease or Syndrome
1185,C1947935,NF,SNMI,Functional Concept
1186,C3256791,NF,MTHSPL,Pharmacologic Substance
1187,C1826398,NF,HGNC,Gene or Genome
1188,C1800706,Idiopathic pulmonary fibrosis,RCD,Disease or Syndrome
1189,C1800706,idiopathic pulmonary fibrosis,CSP,Disease or Syndrome
1190,C1800706,idiopathic pulmonary fibrosis,MEDCIN,Disease or Syndrome
1191,C1800706,Idiopathic Pulmonary Fibrosis,MSH,Disease or Syndrome
1192,C1800706,idiopathic pulmonary fibrosis,CHV,Disease or Syndrome
1193,C1800706,Idiopathic pulmonary fibrosis,ICD10CM,Disease or Syndrome
1194,C1800706,Idiopathic pulmonary fibrosis,ICD9CM,Disease or Syndrome
1195,C1800706,Idiopathic Pulmonary Fibrosis,MTH,Disease or Syndrome
1196,C1800706,Idiopathic pulmonary fibrosis,MEDLINEPLUS,Disease or Syndrome
1197,C1800706,Idiopathic pulmonary fibrosis,SNOMEDCT_US,Disease or Syndrome
1198,C1800706,Idiopathic pulmonary fibrosis,MDR,Disease or Syndrome
1199,C1800706,Idiopathic pulmonary fibrosis,ORPHANET,Disease or Syndrome
1200,C1800706,Idiopathic Pulmonary Fibrosis,NCI,Disease or Syndrome
1202,C0026769,Multiple Sclerosis,MSH,Disease or Syndrome
1203,C0026769,Multiple Sclerosis,MTH,Disease or Syndrome
1204,C0026769,MULTIPLE SCLEROSIS,CCPSS,Disease or Syndrome
1205,C0026769,MULTIPLE SCLEROSIS,COSTAR,Disease or Syndrome
1206,C0026769,MULTIPLE SCLEROSIS,CST,Disease or Syndrome
1207,C0026769,MULTIPLE SCLEROSIS,QMR,Disease or Syndrome
1208,C0026769,Multiple sclerosis,CCS,Disease or Syndrome
1210,C0026769,Multiple sclerosis,ICD10,Disease or Syndrome
1211,C0026769,Multiple sclerosis,ICD10AM,Disease or Syndrome
1212,C0026769,Multiple sclerosis,ICPC,Disease or Syndrome
1213,C0026769,Multiple sclerosis,ICPC2P,Disease or Syndrome
1214,C0026769,Multiple sclerosis,LCH,Disease or Syndrome
1215,C0026769,Multiple sclerosis,MDR,Disease or Syndrome
1216,C0026769,Multiple sclerosis,RCD,Disease or Syndrome
1217,C0026769,Multiple sclerosis,SNM,Disease or Syndrome
1218,C0026769,multiple sclerosis,AOD,Disease or Syndrome
1219,C0026769,multiple sclerosis,BI,Disease or Syndrome
1220,C0026769,multiple sclerosis,CSP,Disease or Syndrome
1221,C0026769,multiple sclerosis,MEDCIN,Disease or Syndrome
1222,C0026769,Multiple sclerosis,ICD10CM,Disease or Syndrome
1223,C0026769,Multiple sclerosis,LNC,Disease or Syndrome
1224,C0026769,multiple sclerosis,CHV,Disease or Syndrome
1225,C0026769,Multiple Sclerosis,MEDLINEPLUS,Disease or Syndrome
1227,C0026769,Multiple sclerosis,LCH_NW,Disease or Syndrome
1228,C0026769,Multiple Sclerosis,LNC,Disease or Syndrome
1230,C0026769,Multiple sclerosis,NANDA-I,Disease or Syndrome
1231,C0026769,Multiple sclerosis,SNOMEDCT_US,Disease or Syndrome
1232,C0026769,multiple sclerosis,PDQ,Disease or Syndrome
1233,C0026769,Multiple sclerosis,CCSR_ICD10CM,Disease or Syndrome
1235,C0026769,Multiple sclerosis,ICPC2EENG,Disease or Syndrome
1236,C0026769,multiple sclerosis,ICPC2ICD10ENG,Disease or Syndrome
1237,C0026769,Multiple Sclerosis,PSY,Disease or Syndrome
1238,C0026769,Multiple Sclerosis,NCI,Disease or Syndrome
1239,C0026769,Multiple sclerosis,ICD9CM,Disease or Syndrome
1240,C0026769,multiple sclerosis,ICPC2P,Disease or Syndrome
1241,C0011854,T1d,LNC,Disease or Syndrome
1242,C0011854,T1D,OMIM,Disease or Syndrome
1243,C0033572,Prostate,MSH,"Body Part, Organ, or Organ Component"
1244,C0033572,Prostate,MTH,"Body Part, Organ, or Organ Component"
1245,C0033572,Prostate,RCD,"Body Part, Organ, or Organ Component"
1246,C0033572,Prostate,SNM,"Body Part, Organ, or Organ Component"
1247,C0033572,Prostate,UWDA,"Body Part, Organ, or Organ Component"
1248,C0033572,PROSTATE,CCPSS,"Body Part, Organ, or Organ Component"
1249,C0033572,PROSTATE,SNMI,"Body Part, Organ, or Organ Component"
1250,C0033572,prostate,AOD,"Body Part, Organ, or Organ Component"
1251,C0033572,prostate,CSP,"Body Part, Organ, or Organ Component"
1252,C0033572,Prostate,FMA,"Body Part, Organ, or Organ Component"
1253,C0033572,Prostate,ICF,"Body Part, Organ, or Organ Component"
1254,C0033572,Prostate,ICF-CY,"Body Part, Organ, or Organ Component"
1255,C0033572,Prostate,LNC,"Body Part, Organ, or Organ Component"
1256,C0033572,prostate,CHV,"Body Part, Organ, or Organ Component"
1258,C0033572,Prostate,LCH_NW,"Body Part, Organ, or Organ Component"
1260,C0033572,Prostate,SNOMEDCT_US,"Body Part, Organ, or Organ Component"
1262,C4266527,Prostate,LNC,"Body Part, Organ, or Organ Component"
1263,C0033572,Prostate,PSY,"Body Part, Organ, or Organ Component"
1264,C0033572,Prostate,NCI,"Body Part, Organ, or Organ Component"
1265,C0009932,Control Group,MSH,Group
1266,C0009932,control group,AOD,Group
1267,C0009932,control group,CHV,Group
1268,C0009932,Control Group,NCI,Group
1269,C0241863,DIABETIC,DXP,Finding
1270,C0241863,diabetic,CHV,Finding
1271,C0241863,Diabetic,MDR,Finding
1272,C0241863,Diabetic,LNC,Finding
1273,C4687677,Metastatic Neuroendocrine Tumor,NCI,Neoplastic Process
1274,C0334583,Pilocytic astrocytoma,ICD10AM,Neoplastic Process
1275,C0334583,Pilocytic astrocytoma,RCD,Neoplastic Process
1276,C0334583,Pilocytic astrocytoma,SNM,Neoplastic Process
1277,C0334583,Pilocytic astrocytoma,SNMI,Neoplastic Process
1278,C0334583,Pilocytic astrocytoma,OMIM,Neoplastic Process
1279,C0334583,pilocytic astrocytoma,CHV,Neoplastic Process
1280,C0334583,Pilocytic Astrocytoma,MSH,Neoplastic Process
1281,C0334583,Pilocytic astrocytoma,SNOMEDCT_US,Neoplastic Process
1283,C0334583,Pilocytic astrocytoma,HPO,Neoplastic Process
1284,C0334583,Pilocytic astrocytoma,ORPHANET,Neoplastic Process
1285,C0334583,Pilocytic Astrocytoma,MTH,Neoplastic Process
1286,C0334583,Pilocytic Astrocytoma,NCI,Neoplastic Process
1287,C1519086,Pilomyxoid astrocytoma,SNOMEDCT_US,Neoplastic Process
1288,C1519086,Pilomyxoid astrocytoma,MTH,Neoplastic Process
1290,C1519086,Pilomyxoid astrocytoma,ORPHANET,Neoplastic Process
1291,C1519086,Pilomyxoid Astrocytoma,NCI,Neoplastic Process
1292,C0023440,Erythroleukemia,ICD10AMAE,Neoplastic Process
1293,C0023440,Erythroleukemia,RCDAE,Neoplastic Process
1294,C0023440,Erythroleukemia,RCDSA,Neoplastic Process
1295,C0023440,Erythroleukemia,SNM,Neoplastic Process
1296,C0023440,Erythroleukemia,SNMI,Neoplastic Process
1297,C0023440,ERYTHROLEUKEMIA,CST,Neoplastic Process
1298,C0023440,ERYTHROLEUKEMIA,DXP,Neoplastic Process
1299,C0023440,ERYTHROLEUKEMIA,QMR,Neoplastic Process
1300,C0023440,ERYTHROLEUKEMIA,WHO,Neoplastic Process
1301,C0023440,erythroleukemia,CSP,Neoplastic Process
1302,C0023440,erythroleukemia,MEDCIN,Neoplastic Process
1303,C0023440,Erythroleukemia,ICD10CM,Neoplastic Process
1304,C0023440,erythroleukemia,CHV,Neoplastic Process
1305,C0023440,Erythroleukemia,MSH,Neoplastic Process
1306,C0023440,Erythroleukemia,SNOMEDCT_US,Neoplastic Process
1308,C0023440,Erythroleukemia,OMIM,Neoplastic Process
1309,C0023440,Erythroleukemia,MDR,Neoplastic Process
1310,C0023440,Erythroleukemia,ORPHANET,Neoplastic Process
1311,C0023440,erythroleukemia,ICPC2ICD10ENG,Neoplastic Process
1312,C4520840,Erythroleukemia,NCI,Neoplastic Process
1313,C0232989,NORMAL PREGNANCY,DXP,Finding
1314,C0232989,Normal pregnancy,MTH,Finding
1315,C0232989,Normal pregnancy,RCD,Finding
1316,C0232989,Normal pregnancy,SNMI,Finding
1317,C0232989,normal pregnancy,MEDCIN,Finding
1318,C0232989,normal pregnancy,CHV,Finding
1319,C0232989,Normal Pregnancy,NCI,Finding
1320,C0232989,Normal pregnancy,MDR,Finding
1321,C0232989,Normal pregnancy,SNOMEDCT_US,Finding
1322,C0700573,Normal pregnancy,ICD9CM,Finding
1323,C0279626,Esophageal squamous cell carcinoma,MDR,Neoplastic Process
1325,C0279626,Esophageal Squamous Cell Carcinoma,MSH,Neoplastic Process
1326,C0279626,Esophageal Squamous Cell Carcinoma,PDQ,Neoplastic Process
1327,C0279626,Esophageal squamous cell carcinoma,OMIM,Neoplastic Process
1328,C0279626,Esophageal squamous cell carcinoma,ORPHANET,Neoplastic Process
1329,C0279626,Esophageal Squamous Cell Carcinoma,NCI,Neoplastic Process
1330,C0024623,gastric cancer,AOD,Neoplastic Process
1331,C0024623,gastric cancer,BI,Neoplastic Process
1332,C0024623,Gastric cancer,RCD,Neoplastic Process
1334,C0024623,gastric cancer,MEDCIN,Neoplastic Process
1335,C0024623,GASTRIC CANCER,CCPSS,Neoplastic Process
1337,C0024623,gastric cancer,CHV,Neoplastic Process
1338,C0024623,GASTRIC CANCER,OMIM,Neoplastic Process
1339,C0024623,Gastric cancer,MEDLINEPLUS,Neoplastic Process
1340,C0024623,Gastric Cancer,MEDLINEPLUS,Neoplastic Process
1341,C0024623,Gastric cancer,HPO,Neoplastic Process
1342,C0024623,Gastric cancer,MDR,Neoplastic Process
1343,C0024623,Gastric Cancer,MSH,Neoplastic Process
1344,C0024623,Gastric cancer,OMIM,Neoplastic Process
1345,C0024623,Gastric Cancer,LNC,Neoplastic Process
1347,C0024623,Gastric cancer,SNOMEDCT_US,Neoplastic Process
1348,C0024623,gastric cancer,PDQ,Neoplastic Process
1349,C0024623,gastric cancer,CSP,Neoplastic Process
1350,C0699791,Gastric Cancer,NCI,Neoplastic Process
1351,C0024623,Gastric cancer,MTHICD9,Neoplastic Process
1352,C5421319,Endometrial Neuroendocrine Carcinoma,NCI,Neoplastic Process
1353,C5539773,Recurrent implantation failure,HPO,Finding
1354,C4732829,Focal cortical dysplasia type IIId,HPO,Disease or Syndrome
1355,C4732824,Focal cortical dysplasia type Ic,HPO,Disease or Syndrome
1356,C4478700,Focal cortical dysplasia type IIa,HPO,Disease or Syndrome
1357,C4478700,Focal cortical dysplasia type IIa,SNOMEDCT_US,Disease or Syndrome
1358,C1708335,Healthy Volunteer,NCI,Population Group
1359,C1708335,Healthy Volunteer,MSH,Population Group
1360,C0079744,Diffuse Large B-Cell Lymphoma,MTH,Neoplastic Process
1361,C0079744,Diffuse large B-cell lymphoma,ICD10CM,Neoplastic Process
1362,C0079744,diffuse large b-cell lymphoma,CHV,Neoplastic Process
1363,C0079744,Diffuse large B-cell lymphoma,MDR,Neoplastic Process
1365,C0079744,Diffuse large B-cell lymphoma,LNC,Neoplastic Process
1366,C0079744,Diffuse Large B-Cell Lymphoma,MSH,Neoplastic Process
1368,C0079744,Diffuse large B-cell lymphoma,MEDCIN,Neoplastic Process
1369,C0079744,Diffuse large B-cell lymphoma,ORPHANET,Neoplastic Process
1370,C0079744,Diffuse Large B-Cell Lymphoma,NCI,Neoplastic Process
1371,C0332235,Lepromatous,SNMI,Functional Concept
1372,C0332235,Lepromatous,SNOMEDCT_US,Functional Concept
1373,C0023434,CLL,CSP,Neoplastic Process
1374,C0023434,CLL,DXP,Neoplastic Process
1375,C0023434,CLL,OMIM,Neoplastic Process
1376,C0023434,CLL,MEDCIN,Neoplastic Process
1377,C0023434,cll,BI,Neoplastic Process
1378,C0023434,cll,CHV,Neoplastic Process
1379,C0023434,CLL,MEDLINEPLUS,Neoplastic Process
1381,C0023434,CLL,MDR,Neoplastic Process
1382,C0023434,CLL,PDQ,Neoplastic Process
1383,C1835836,SLL,OMIM,Gene or Genome
1384,C4049739,SLL,NCI,Gene or Genome
1385,C0855095,SLL,PDQ,Neoplastic Process
1386,C0023434,Chronic lymphocytic leukemia,ICD10AE,Neoplastic Process
1387,C0023434,Chronic lymphocytic leukemia,ICD10AMAE,Neoplastic Process
1389,C0023434,Chronic lymphocytic leukemia,RCDAE,Neoplastic Process
1390,C0023434,Chronic lymphocytic leukemia,SNM,Neoplastic Process
1391,C0023434,Chronic lymphocytic leukemia,SNMI,Neoplastic Process
1392,C0023434,CHRONIC LYMPHOCYTIC LEUKEMIA,COSTAR,Neoplastic Process
1393,C0023434,CHRONIC LYMPHOCYTIC LEUKEMIA,CST,Neoplastic Process
1394,C0023434,chronic lymphocytic leukemia,BI,Neoplastic Process
1395,C0023434,chronic lymphocytic leukemia,CSP,Neoplastic Process
1396,C0023434,chronic lymphocytic leukemia,MEDCIN,Neoplastic Process
1397,C0023434,chronic lymphocytic leukemia,CHV,Neoplastic Process
1398,C0023434,Chronic Lymphocytic Leukemia,MEDLINEPLUS,Neoplastic Process
1399,C0023434,Chronic lymphocytic leukemia,SNOMEDCT_VET,Neoplastic Process
1400,C0023434,Chronic lymphocytic leukemia,LCH_NW,Neoplastic Process
1401,C0023434,Chronic lymphocytic leukemia,HPO,Neoplastic Process
1402,C0023434,Chronic lymphocytic leukemia,MDR,Neoplastic Process
1403,C0023434,Chronic Lymphocytic Leukemia,MSH,Neoplastic Process
1404,C0023434,Chronic lymphocytic leukemia,LNC,Neoplastic Process
1406,C0023434,Chronic lymphocytic leukemia,OMIM,Neoplastic Process
1408,C0023434,Chronic lymphocytic leukemia,SNOMEDCT_US,Neoplastic Process
1409,C0023434,chronic lymphocytic leukemia,PDQ,Neoplastic Process
1410,C0023434,Chronic Lymphocytic Leukemia,NCI,Neoplastic Process
1411,C0023434,Chronic Lymphocytic Leukemia,MTH,Neoplastic Process
1412,C0023434,chronic lymphocytic leukemia,ICPC2P,Neoplastic Process
1413,C0349631,Richter's transformation,PDQ,Neoplastic Process
1414,C0349631,Richter's Transformation,NCI,Neoplastic Process
1415,C1862382,AA,OMIM,Disease or Syndrome
1416,C0001972,AA,AOD,Self-help or Relief Organization
1417,C0001972,aa,CHV,Self-help or Relief Organization
1418,C1235746,Aa,NCBI,Plant
1419,C4554792,AA,LNC,Finding
1420,C1420679,AA,HGNC,Gene or Genome
1421,C0003872,Psoriatic Arthritis,AIR,Disease or Syndrome
1422,C0003872,PSORIATIC ARTHRITIS,COSTAR,Disease or Syndrome
1423,C0003872,PSORIATIC ARTHRITIS,QMR,Disease or Syndrome
1424,C0003872,Psoriatic arthritis,AIR,Disease or Syndrome
1425,C0003872,Psoriatic arthritis,RCD,Disease or Syndrome
1426,C0003872,Psoriatic Arthritis,NCI,Disease or Syndrome
1427,C0003872,psoriatic arthritis,CHV,Disease or Syndrome
1428,C0003872,Psoriatic Arthritis,MEDLINEPLUS,Disease or Syndrome
1429,C0003872,Psoriatic arthritis,LCH_NW,Disease or Syndrome
1430,C0003872,Psoriatic arthritis,SNOMEDCT_US,Disease or Syndrome
1431,C0003872,Psoriatic arthritis,MDR,Disease or Syndrome
1432,C0003872,Psoriatic Arthritis,MSH,Disease or Syndrome
1433,C0003872,psoriatic arthritis,CSP,Disease or Syndrome
1434,C0003872,psoriatic arthritis,ICPC2P,Disease or Syndrome
1435,C0376358,prostate cancer,BI,Neoplastic Process
1436,C0376358,prostate cancer,CSP,Neoplastic Process
1437,C0376358,PROSTATE CANCER,OMIM,Neoplastic Process
1438,C0376358,Prostate cancer,OMIM,Neoplastic Process
1439,C0376358,prostate cancer,MEDCIN,Neoplastic Process
1440,C0376358,PROSTATE CANCER,CCPSS,Neoplastic Process
1441,C0376358,prostate cancer,CHV,Neoplastic Process
1442,C0376358,Prostate Cancer,MEDLINEPLUS,Neoplastic Process
1443,C0376358,Prostate cancer,LNC,Neoplastic Process
1446,C0376358,Prostate cancer,HPO,Neoplastic Process
1447,C0600139,Prostate cancer,SNOMEDCT_US,Neoplastic Process
1448,C0376358,Prostate cancer,MDR,Neoplastic Process
1450,C0376358,prostate cancer,PDQ,Neoplastic Process
1451,C0376358,Prostate cancer,PDQ,Neoplastic Process
1452,C0600139,Prostate Cancer,NCI,Neoplastic Process
1453,C0376358,Prostate Cancer,MSH,Neoplastic Process
1454,C1704272,Benign prostatic hyperplasia,MDR,Pathologic Function
1455,C1704272,Benign prostatic hyperplasia,RCD,Pathologic Function
1456,C1704272,Benign Prostatic Hyperplasia,MSH,Pathologic Function
1457,C1704272,Benign Prostatic Hyperplasia,MTH,Pathologic Function
1458,C1704272,benign prostatic hyperplasia,PDQ,Pathologic Function
1459,C1704272,benign prostatic hyperplasia,CHV,Pathologic Function
1460,C1704272,benign prostatic hyperplasia,CSP,Pathologic Function
1461,C1704272,benign prostatic hyperplasia,MEDLINEPLUS,Pathologic Function
1462,C1704272,Benign prostatic hyperplasia,HPO,Pathologic Function
1464,C1704272,Benign prostatic hyperplasia,ICD10CM,Pathologic Function
1465,C1704272,Benign prostatic hyperplasia,SNOMEDCT_US,Pathologic Function
1466,C1704272,Benign Prostatic Hyperplasia,NCI,Pathologic Function
1467,C0014175,Endometriosis,CCS,Disease or Syndrome
1469,C0014175,Endometriosis,ICD10,Disease or Syndrome
1470,C0014175,Endometriosis,ICD10AM,Disease or Syndrome
1471,C0014175,Endometriosis,ICPC2P,Disease or Syndrome
1472,C0014175,Endometriosis,LCH,Disease or Syndrome
1473,C0014175,Endometriosis,MDR,Disease or Syndrome
1474,C0014175,Endometriosis,MSH,Disease or Syndrome
1475,C0014175,Endometriosis,RCD,Disease or Syndrome
1476,C0014175,Endometriosis,SNM,Disease or Syndrome
1477,C0014175,ENDOMETRIOSIS,CCPSS,Disease or Syndrome
1478,C0014175,ENDOMETRIOSIS,COSTAR,Disease or Syndrome
1479,C0014175,ENDOMETRIOSIS,CST,Disease or Syndrome
1480,C0014175,ENDOMETRIOSIS,DXP,Disease or Syndrome
1482,C0014175,ENDOMETRIOSIS,QMR,Disease or Syndrome
1483,C0014175,ENDOMETRIOSIS,WHO,Disease or Syndrome
1484,C0014175,endometriosis,BI,Disease or Syndrome
1485,C0014175,endometriosis,CSP,Disease or Syndrome
1486,C0014175,endometriosis,MEDCIN,Disease or Syndrome
1487,C0014175,Endometriosis,ICD10CM,Disease or Syndrome
1488,C0014175,endometriosis,CHV,Disease or Syndrome
1489,C0014175,Endometriosis,MEDLINEPLUS,Disease or Syndrome
1490,C0014175,Endometriosis,MTH,Disease or Syndrome
1491,C0014175,Endometriosis,OMIM,Disease or Syndrome
1492,C0014175,Endometriosis,LCH_NW,Disease or Syndrome
1493,C0014175,Endometriosis,HPO,Disease or Syndrome
1495,C0014175,Endometriosis,SNOMEDCT_US,Disease or Syndrome
1497,C0014175,Endometriosis,CCSR_ICD10CM,Disease or Syndrome
1498,C0014175,endometriosis,ICPC2ICD10ENG,Disease or Syndrome
1499,C0014175,Endometriosis,NCI,Disease or Syndrome
1500,C0014175,Endometriosis,ICD9CM,Disease or Syndrome
1501,C0014175,endometriosis,ICPC2P,Disease or Syndrome
1502,C0042133,Uterine Leiomyoma,COSTAR,Neoplastic Process
1503,C0042133,UTERINE LEIOMYOMA,CCPSS,Neoplastic Process
1504,C0042133,uterine leiomyoma,CHV,Neoplastic Process
1505,C0042133,Uterine leiomyoma,HPO,Neoplastic Process
1506,C0042133,Uterine leiomyoma,MDR,Neoplastic Process
1508,C0042133,Uterine leiomyoma,SNOMEDCT_US,Neoplastic Process
1509,C0042133,Uterine leiomyoma,ICD9CM,Neoplastic Process
1510,C0022735,Klinefelter Syndrome,MSH,Disease or Syndrome
1511,C0022735,KLINEFELTER SYNDROME,DXP,Disease or Syndrome
1513,C0022735,Klinefelter syndrome,ICPC2P,Disease or Syndrome
1514,C0022735,Klinefelter syndrome,JABL,Disease or Syndrome
1515,C0022735,Klinefelter syndrome,SNMI,Disease or Syndrome
1516,C0022735,Klinefelter Syndrome,NCI,Disease or Syndrome
1517,C0022735,Klinefelter Syndrome,MTH,Disease or Syndrome
1518,C0022735,klinefelter syndrome,CHV,Disease or Syndrome
1519,C0022735,Klinefelter syndrome,OMIM,Disease or Syndrome
1520,C0022735,Klinefelter syndrome,SNOMEDCT_US,Disease or Syndrome
1521,C0022735,Klinefelter Syndrome,MEDLINEPLUS,Disease or Syndrome
1522,C0022735,klinefelter syndrome,ICPC2P,Disease or Syndrome
1523,C1413809,CTRL,OMIM,Gene or Genome
1524,C1413809,CTRL,HGNC,Gene or Genome
1525,C1865343,OPLL,OMIM,Disease or Syndrome
1535,C0400966,NAFLD,MSH,Disease or Syndrome
1536,C0400966,NAFLD,MEDLINEPLUS,Disease or Syndrome
1537,C3241937,NASH,MEDLINEPLUS,Disease or Syndrome
1538,C3241937,NASH,MDR,Disease or Syndrome
1539,C1419799,SAA,OMIM,Gene or Genome
1540,C0002723,SAA,NCI,"Amino Acid, Peptide, or Protein"
1541,C0002723,SAA,NCI,Immunologic Factor
1542,C1419799,SAA,HGNC,Gene or Genome
1543,C5551065,SAA,NCI,Gene or Genome
1544,C5551047,SAA,NCI,Gene or Genome
1545,C5551373,SAA,NCI,"Amino Acid, Peptide, or Protein"
1546,C5551373,SAA,NCI,Biologically Active Substance
1547,C1413512,Hc,HGNC,Gene or Genome
1548,C0020268,HC,PDQ,Organic Chemical
1549,C0020268,HC,PDQ,Pharmacologic Substance
1550,C0020268,HC,PDQ,Hormone
1551,C0560005,mCi,RCD,Quantitative Concept
1552,C1270972,MCI,MEDLINEPLUS,Mental or Behavioral Dysfunction
1554,C3463911,MCI,HGNC,Gene or Genome
1555,C3463911,MCI,OMIM,Gene or Genome
1556,C0560005,mCi,SNOMEDCT_US,Quantitative Concept
1573,C0003873,Rheumatoid arthritis,AIR,Disease or Syndrome
1574,C0003873,Rheumatoid arthritis,ICPC2P,Disease or Syndrome
1575,C0003873,Rheumatoid arthritis,MDR,Disease or Syndrome
1576,C0003873,Rheumatoid arthritis,RCD,Disease or Syndrome
1577,C0003873,Rheumatoid arthritis,SNM,Disease or Syndrome
1578,C0003873,Rheumatoid arthritis,SNMI,Disease or Syndrome
1579,C0003873,RHEUMATOID ARTHRITIS,COSTAR,Disease or Syndrome
1580,C0003873,RHEUMATOID ARTHRITIS,CST,Disease or Syndrome
1581,C0003873,RHEUMATOID ARTHRITIS,DXP,Disease or Syndrome
1582,C0003873,RHEUMATOID ARTHRITIS,QMR,Disease or Syndrome
1583,C0003873,Rheumatoid Arthritis,AIR,Disease or Syndrome
1584,C0003873,Rheumatoid Arthritis,MTH,Disease or Syndrome
1585,C0003873,rheumatoid arthritis,AOD,Disease or Syndrome
1586,C0003873,rheumatoid arthritis,BI,Disease or Syndrome
1587,C0003873,rheumatoid arthritis,CSP,Disease or Syndrome
1588,C0003873,RHEUMATOID ARTHRITIS,OMIM,Disease or Syndrome
1589,C0003873,rheumatoid arthritis,MEDCIN,Disease or Syndrome
1590,C0003873,rheumatoid arthritis,CHV,Disease or Syndrome
1591,C0003873,Rheumatoid Arthritis,MEDLINEPLUS,Disease or Syndrome
1592,C0003873,Rheumatoid arthritis,LCH_NW,Disease or Syndrome
1593,C0003873,Rheumatoid Arthritis,LNC,Disease or Syndrome
1595,C0003873,Rheumatoid arthritis,HPO,Disease or Syndrome
1597,C0003873,Rheumatoid Arthritis,MSH,Disease or Syndrome
1598,C0003873,Rheumatoid arthritis,OMIM,Disease or Syndrome
1600,C0003873,Rheumatoid arthritis,SNOMEDCT_US,Disease or Syndrome
1601,C0003873,Rheumatoid arthritis,NANDA-I,Disease or Syndrome
1602,C0003873,Rheumatoid Arthritis,PSY,Disease or Syndrome
1603,C0003873,Rheumatoid Arthritis,NCI,Disease or Syndrome
1604,C0003873,Rheumatoid arthritis,ICD9CM,Disease or Syndrome
1605,C0003873,rheumatoid arthritis,ICPC2P,Disease or Syndrome
1620,C0344735,PAVC,ORPHANET,Congenital Abnormality
1621,C0152101,HLHS,ORPHANET,Disease or Syndrome
1622,C1449563,DCM,CSP,Disease or Syndrome
1623,C0007193,DCM,HPO,Disease or Syndrome
1624,C0024901,DCM,ORPHANET,Neoplastic Process
1625,C0046764,DCM,PDQ,Organic Chemical
1626,C0046764,DCM,PDQ,Pharmacologic Substance
1627,C1825291,TOF,OMIM,Gene or Genome
1628,C0039685,TOF,OMIM,Congenital Abnormality
1629,C1825291,TOF,HGNC,Gene or Genome
1630,C0013018,Donor,MSH,Population Group
1631,C0013018,Donor,RCD,Population Group
1632,C0013018,Donor,NCI,Population Group
1633,C0040288,Donor,NCI,Population Group
1634,C0013018,donor,CHV,Population Group
1635,C0013018,Donor,LNC,Population Group
1636,C3263710,Donor,LNC,Clinical Attribute
1639,C0040288,Donor,LNC,Population Group
1642,C0013018,donor,ICPC2ICD10ENG,Population Group
1643,C1547101,Donor,HL7V2.5,Population Group
1644,C1547101,donor,HL7V3.0,Population Group
1645,C0013018,Donor,ICPC2P,Population Group
1646,C0013018,donor,ICPC2P,Population Group
1647,C0262500,hcm,BI,Health Care Activity
1648,C0262500,hcm,CHV,Health Care Activity
1649,C0007194,HCM,HPO,Disease or Syndrome
1667,C0011854,Type 1 Diabetes,NCI,Disease or Syndrome
1668,C0011854,Type 1 diabetes,OMIM,Disease or Syndrome
1669,C0011854,type 1 diabetes,CHV,Disease or Syndrome
1670,C0011854,Type 1 Diabetes,MSH,Disease or Syndrome
