,CUI,STR,SAB,STY
1671,C0011854,Type 1 Diabetes,MEDLINEPLUS,Disease or Syndrome
1672,C0011854,Type 1 diabetes,HPO,Disease or Syndrome
1673,C0011854,type 1 diabetes,CSP,Disease or Syndrome
1674,C0011854,type 1 diabetes,ICPC2P,Disease or Syndrome
1675,C0007194,Hypertrophic cardiomyopathy,MDR,Disease or Syndrome
1676,C0007194,Hypertrophic cardiomyopathy,RCD,Disease or Syndrome
1677,C0007194,Hypertrophic cardiomyopathy,SNM,Disease or Syndrome
1678,C4551472,Hypertrophic cardiomyopathy,SNMI,Disease or Syndrome
1679,C0007194,Hypertrophic Cardiomyopathy,MSH,Disease or Syndrome
1680,C0007194,Hypertrophic Cardiomyopathy,MTH,Disease or Syndrome
1681,C0007194,hypertrophic cardiomyopathy,AOD,Disease or Syndrome
1682,C0007194,hypertrophic cardiomyopathy,CSP,Disease or Syndrome
1683,C0007194,hypertrophic cardiomyopathy,MEDCIN,Disease or Syndrome
1684,C0007194,hypertrophic cardiomyopathy,CHV,Disease or Syndrome
1685,C0007194,Hypertrophic cardiomyopathy,ICD9CM,Disease or Syndrome
1686,C0007194,Hypertrophic cardiomyopathy,MEDLINEPLUS,Disease or Syndrome
1687,C0007194,Hypertrophic cardiomyopathy,OMIM,Disease or Syndrome
1688,C0007194,Hypertrophic cardiomyopathy,HPO,Disease or Syndrome
1690,C0007194,Hypertrophic cardiomyopathy,SNOMEDCT_US,Disease or Syndrome
1691,C0007194,Hypertrophic Cardiomyopathy,NCI,Disease or Syndrome
1693,C0007194,hypertrophic cardiomyopathy,ICPC2P,Disease or Syndrome
1694,C0268381,AL amyloidosis,RCD,Disease or Syndrome
1695,C0268381,AL amyloidosis,SNMI,Disease or Syndrome
1696,C0268381,al amyloidosis,CHV,Disease or Syndrome
1697,C0268381,AL AMYLOIDOSIS,OMIM,Disease or Syndrome
1698,C0268381,AL Amyloidosis,MSH,Disease or Syndrome
1699,C0268381,AL amyloidosis,SNOMEDCT_US,Disease or Syndrome
1700,C0268381,AL Amyloidosis,NCI,Disease or Syndrome
1701,C0268381,AL amyloidosis,MDR,Disease or Syndrome
1702,C0268381,AL amyloidosis,ORPHANET,Disease or Syndrome
1703,C0162871,abdominal aortic aneurysm (AAA),CHV,Anatomical Abnormality
1704,C1832661,PDAC,OMIM,Disease or Syndrome
1705,C0022595,DARIER DISEASE,DXP,Disease or Syndrome
1706,C0022595,Darier Disease,MSH,Disease or Syndrome
1707,C0022595,Darier Disease,NCI,Disease or Syndrome
1708,C0022595,darier disease,CHV,Disease or Syndrome
1709,C0022595,DARIER DISEASE,OMIM,Disease or Syndrome
1711,C0022595,Darier disease,SNOMEDCT_US,Disease or Syndrome
1712,C0022595,Darier disease,ORPHANET,Disease or Syndrome
1742,C0011644,Scleroderma,MDR,Disease or Syndrome
1743,C0011644,Scleroderma,MTH,Disease or Syndrome
1744,C1027109,Scleroderma,NCBI,Fungus
1745,C0011644,Scleroderma,RCD,Disease or Syndrome
1746,C0011644,Scleroderma,SNM,Disease or Syndrome
1747,C0011644,Scleroderma,SNMI,Disease or Syndrome
1748,C0011644,SCLERODERMA,CCPSS,Disease or Syndrome
1749,C0011644,SCLERODERMA,COSTAR,Disease or Syndrome
1750,C0011644,SCLERODERMA,CST,Disease or Syndrome
1751,C0011644,SCLERODERMA,DXP,Disease or Syndrome
1752,C0011644,SCLERODERMA,WHO,Disease or Syndrome
1753,C0011644,scleroderma,AOD,Disease or Syndrome
1754,C0011644,scleroderma,CSP,Disease or Syndrome
1755,C1027109,Scleroderma,SNOMEDCT_US,Fungus
1756,C0011644,Scleroderma,OMIM,Disease or Syndrome
1757,C0011644,scleroderma,MEDCIN,Disease or Syndrome
1758,C0036421,scleroderma,CHV,Disease or Syndrome
1759,C0011644,scleroderma,CHV,Disease or Syndrome
1760,C1027109,scleroderma,CHV,Fungus
1761,C0011644,Scleroderma,MEDLINEPLUS,Disease or Syndrome
1762,C0011644,Scleroderma,LNC,Disease or Syndrome
1763,C0011644,Scleroderma,HPO,Disease or Syndrome
1765,C0323390,Scleroderma,NANDA-I,Eukaryote
1766,C0011644,Scleroderma,ORPHANET,Disease or Syndrome
1767,C0011644,Scleroderma,SNOMEDCT_US,Disease or Syndrome
1768,C0011644,scleroderma,ICPC2ICD10ENG,Disease or Syndrome
1769,C0011644,Scleroderma,NCI,Disease or Syndrome
1770,C0011644,Scleroderma,MTHICD9,Disease or Syndrome
1824,C0011860,T2D,OMIM,Disease or Syndrome
1825,C3854130,T2d,LNC,Finding
1826,C3854130,T2d,MTH,Finding
1827,C3854130,T2d,NCI,Finding
1828,C0345905,Intrahepatic cholangiocarcinoma,MDR,Neoplastic Process
1829,C0345905,Intrahepatic Cholangiocarcinoma,MSH,Neoplastic Process
1830,C0345905,Intrahepatic cholangiocarcinoma,SNOMEDCT_US,Neoplastic Process
1831,C0345905,Intrahepatic Cholangiocarcinoma,NCI,Neoplastic Process
1832,C0345905,Intrahepatic Cholangiocarcinoma,MTH,Neoplastic Process
1833,C0349782,Ischemic cardiomyopathy,ICD10AE,Disease or Syndrome
1834,C0349782,Ischemic cardiomyopathy,ICD10AMAE,Disease or Syndrome
1835,C0349782,Ischemic cardiomyopathy,RCDAE,Disease or Syndrome
1836,C0349782,ischemic cardiomyopathy,BI,Disease or Syndrome
1837,C0349782,Ischemic cardiomyopathy,MTH,Disease or Syndrome
1838,C0349782,Ischemic cardiomyopathy,ICD10CM,Disease or Syndrome
1839,C0349782,ischemic cardiomyopathy,CHV,Disease or Syndrome
1840,C0349782,Ischemic cardiomyopathy,MDR,Disease or Syndrome
1842,C0349782,Ischemic cardiomyopathy,SNOMEDCT_US,Disease or Syndrome
1843,C0033838,KIMURA DISEASE,DXP,Disease or Syndrome
1844,C0033838,Kimura Disease,NCI,Disease or Syndrome
1845,C0033838,Kimura disease,SNOMEDCT_US,Disease or Syndrome
1846,C0033838,kimura disease,CHV,Disease or Syndrome
1847,C0033838,Kimura Disease,MSH,Disease or Syndrome
1848,C0033838,Kimura disease,ORPHANET,Disease or Syndrome
1849,C0279543,Chronic myeloid leukemia,ICD10AE,Neoplastic Process
1850,C0279543,Chronic myeloid leukemia,ICD10AMAE,Neoplastic Process
1852,C0279543,Chronic myeloid leukemia,RCDAE,Neoplastic Process
1853,C0279543,Chronic myeloid leukemia,SNM,Neoplastic Process
1854,C0279543,Chronic myeloid leukemia,SNMI,Neoplastic Process
1855,C0279543,Chronic Myeloid Leukemia,MSH,Neoplastic Process
1856,C0279543,chronic myeloid leukemia,CSP,Neoplastic Process
1857,C0279543,chronic myeloid leukemia,CHV,Neoplastic Process
1858,C0279543,Chronic Myeloid Leukemia,MEDLINEPLUS,Neoplastic Process
1859,C0279543,Chronic myeloid leukemia,LCH_NW,Neoplastic Process
1860,C0279543,Chronic myeloid leukemia,HPO,Neoplastic Process
1861,C0279543,Chronic myeloid leukemia,MDR,Neoplastic Process
1863,C0279543,Chronic myeloid leukemia,SNOMEDCT_US,Neoplastic Process
1864,C0279543,Chronic Myeloid Leukemia,PDQ,Neoplastic Process
1865,C0279543,Chronic myeloid leukemia,LNC,Neoplastic Process
1867,C0279543,Chronic myeloid leukemia,ORPHANET,Neoplastic Process
1868,C1292771,Chronic Myeloid Leukemia,NCI,Neoplastic Process
1869,C0279543,chronic myeloid leukemia,ICPC2P,Neoplastic Process
1870,C0549184,None,RCD,Finding
1871,C0549184,None,SNMI,Finding
1872,C1706277,None,NCI,Finding
1873,C0549184,NONE,CCPSS,Finding
1874,C0549184,none,CHV,Finding
1875,C0456148,None,NCI,Intellectual Product
1876,C5200984,None,LNC,Finding
1877,C0549184,None,SNOMEDCT_US,Finding
1878,C0549184,None,MTH,Finding
1879,C0549184,None,NCI,Finding
1880,C1556151,None,HL7V2.5,Functional Concept
1881,C1556147,None,HL7V2.5,Idea or Concept
1882,C1556146,None,HL7V2.5,Idea or Concept
1883,C1556152,None,HL7V2.5,Functional Concept
1884,C1550437,None,HL7V3.0,Functional Concept
1885,C1556150,None,HL7V3.0,Idea or Concept
1886,C1551387,None,HL7V3.0,Functional Concept
1887,C1550083,None,HL7V3.0,Intellectual Product
1888,C1553523,none,HL7V3.0,Intellectual Product
1889,C1547191,none,HL7V3.0,Qualitative Concept
1890,C1546509,none,HL7V3.0,Idea or Concept
1891,C1556148,None,HL7V2.5,Functional Concept
1892,C1550437,None,HL7V2.5,Functional Concept
1893,C0266929,Chronic periodontitis,ICD10,Disease or Syndrome
1894,C0266929,Chronic periodontitis,ICD10AM,Disease or Syndrome
1895,C0266929,Chronic periodontitis,RCD,Disease or Syndrome
1896,C0266929,Chronic periodontitis,SNMI,Disease or Syndrome
1897,C0266929,Chronic periodontitis,ICD9CM,Disease or Syndrome
1898,C0266929,chronic periodontitis,MEDCIN,Disease or Syndrome
1899,C0266929,Chronic Periodontitis,MSH,Disease or Syndrome
1900,C0266929,Chronic Periodontitis,MTH,Disease or Syndrome
1901,C0266929,Chronic periodontitis,ICD10CM,Disease or Syndrome
1902,C0266929,chronic periodontitis,CHV,Disease or Syndrome
1903,C0266929,Chronic periodontitis,MDR,Disease or Syndrome
1904,C0266929,Chronic periodontitis,SNOMEDCT_US,Disease or Syndrome
1905,C0266929,Chronic Periodontitis,NCI,Disease or Syndrome
1906,C0031106,aggressive periodontitis,MEDCIN,Disease or Syndrome
1907,C0031106,Aggressive Periodontitis,MSH,Disease or Syndrome
1908,C0031106,Aggressive periodontitis,ICD10CM,Disease or Syndrome
1909,C0031106,Aggressive periodontitis,SNOMEDCT_US,Disease or Syndrome
1910,C0001342,Aggressive periodontitis,OMIM,Disease or Syndrome
1911,C0031106,Aggressive Periodontitis,MTH,Disease or Syndrome
1912,C0752347,dementia with Lewy bodies,MEDCIN,Disease or Syndrome
1913,C0752347,Dementia with Lewy bodies,MDR,Disease or Syndrome
1914,C0752347,dementia with lewy bodies,CHV,Disease or Syndrome
1915,C0752347,Dementia with lewy bodies,ICD9CM,Disease or Syndrome
1916,C0752347,Dementia with Lewy bodies,MEDLINEPLUS,Disease or Syndrome
1917,C0752347,Dementia with Lewy Bodies,MEDLINEPLUS,Disease or Syndrome
1919,C0752347,Dementia with Lewy Bodies,PSY,Disease or Syndrome
1944,C0431391,Hemimegalencephaly,RCD,Disease or Syndrome
1945,C0431391,hemimegalencephaly,CHV,Disease or Syndrome
1946,C0431391,Hemimegalencephaly,OMIM,Disease or Syndrome
1947,C0431391,Hemimegalencephaly,MSH,Disease or Syndrome
1948,C0431391,Hemimegalencephaly,HPO,Disease or Syndrome
1949,C0431391,Hemimegalencephaly,SNOMEDCT_US,Disease or Syndrome
1950,C0431391,Hemimegalencephaly,NCI,Disease or Syndrome
1951,C0431391,Hemimegalencephaly,ORPHANET,Disease or Syndrome
1952,C0431391,Hemimegalencephaly,MDR,Disease or Syndrome
1953,C2938983,Focal cortical dysplasia,OMIM,Congenital Abnormality
1954,C2938983,Focal cortical dysplasia,MDR,Congenital Abnormality
1955,C2938983,Focal cortical dysplasia,HPO,Congenital Abnormality
1956,C2938983,Focal Cortical Dysplasia,MSH,Congenital Abnormality
1957,C0041341,tuberous sclerosis complex,PDQ,Neoplastic Process
1958,C0041341,Tuberous Sclerosis Complex,NCI,Neoplastic Process
1959,C2247022,tuberous sclerosis complex,GO,Cell Component
1960,C2247022,Tuberous sclerosis complex,MEDLINEPLUS,Cell Component
1961,C0041341,TUBEROUS SCLEROSIS COMPLEX,OMIM,Neoplastic Process
1962,C0041341,Tuberous Sclerosis Complex,MSH,Neoplastic Process
1963,C0041341,Tuberous sclerosis complex,MDR,Neoplastic Process
1965,C0041341,Tuberous sclerosis complex,ORPHANET,Neoplastic Process
1966,C0033845,IIH,ORPHANET,Disease or Syndrome
1967,C4321495,Ve,NCI,Finding
1968,C5202914,VE,NCI,Hazardous or Poisonous Substance
1969,C0235480,PAROXYSMAL ATRIAL FIBRILLATION,COSTAR,Disease or Syndrome
1970,C0235480,Paroxysmal atrial fibrillation,MTH,Disease or Syndrome
1971,C0235480,Paroxysmal atrial fibrillation,RCD,Disease or Syndrome
1972,C0235480,paroxysmal atrial fibrillation,MEDCIN,Disease or Syndrome
1973,C0235480,paroxysmal atrial fibrillation,BI,Disease or Syndrome
1974,C0235480,Paroxysmal Atrial Fibrillation,NCI,Disease or Syndrome
1975,C0235480,paroxysmal atrial fibrillation,CHV,Disease or Syndrome
1976,C0235480,Paroxysmal atrial fibrillation,ICD10CM,Disease or Syndrome
1977,C0235480,Paroxysmal atrial fibrillation,OMIM,Disease or Syndrome
1978,C0235480,Paroxysmal atrial fibrillation,HPO,Disease or Syndrome
1979,C0235480,Paroxysmal atrial fibrillation,MDR,Disease or Syndrome
1980,C0235480,Paroxysmal Atrial Fibrillation,MSH,Disease or Syndrome
1981,C0235480,Paroxysmal atrial fibrillation,SNOMEDCT_US,Disease or Syndrome
1982,C0235480,paroxysmal atrial fibrillation,ICPC2P,Disease or Syndrome
1983,C0677874,Cancer-Free,NCI,Finding
1995,C0149782,lung squamous cell carcinoma,CHV,Neoplastic Process
1996,C0149782,Lung Squamous Cell Carcinoma,NCI,Neoplastic Process
1997,C0346340,Adenoid Cystic Carcinoma of the Lacrimal Gland,NCI,Neoplastic Process
1998,C0280324,Laryngeal squamous cell carcinoma,MDR,Neoplastic Process
2000,C0280324,Laryngeal Squamous Cell Carcinoma,MSH,Neoplastic Process
2001,C0280324,laryngeal squamous cell carcinoma,PDQ,Neoplastic Process
2002,C0280324,Laryngeal Squamous Cell Carcinoma,NCI,Neoplastic Process
2003,C0280324,Laryngeal Squamous Cell Carcinoma,MTH,Neoplastic Process
2004,C0029408,Osteoarthritis,CCS,Disease or Syndrome
2006,C0029408,Osteoarthritis,ICPC2P,Disease or Syndrome
2007,C0029408,Osteoarthritis,LCH,Disease or Syndrome
2008,C0029408,Osteoarthritis,MSH,Disease or Syndrome
2009,C0029408,Osteoarthritis,RCD,Disease or Syndrome
2010,C0029408,Osteoarthritis,SNM,Disease or Syndrome
2011,C0029408,OSTEOARTHRITIS,COSTAR,Disease or Syndrome
2012,C0029408,OSTEOARTHRITIS,DXP,Disease or Syndrome
2014,C0029408,OSTEOARTHRITIS,QMR,Disease or Syndrome
2015,C0029408,osteoarthritis,AOD,Disease or Syndrome
2016,C0029408,osteoarthritis,BI,Disease or Syndrome
2017,C0029408,osteoarthritis,CSP,Disease or Syndrome
2018,C0029408,Osteoarthritis,OMIM,Disease or Syndrome
2019,C0029408,osteoarthritis,MEDCIN,Disease or Syndrome
2020,C0029408,osteoarthritis,CHV,Disease or Syndrome
2021,C0029408,Osteoarthritis,MEDLINEPLUS,Disease or Syndrome
2022,C0029408,Osteoarthritis,LCH_NW,Disease or Syndrome
2023,C0029408,Osteoarthritis,LNC,Disease or Syndrome
2024,C0029408,Osteoarthritis,HPO,Disease or Syndrome
2025,C0029408,Osteoarthritis,MDR,Disease or Syndrome
2027,C0029408,Osteoarthritis,SNOMEDCT_US,Disease or Syndrome
2028,C0029408,Osteoarthritis,CCSR_ICD10CM,Disease or Syndrome
2029,C0029408,osteoarthritis,ICPC2ICD10ENG,Disease or Syndrome
2030,C0029408,Osteoarthritis,NCI,Disease or Syndrome
2031,C0029408,osteoarthritis,ICPC2P,Disease or Syndrome
2032,C1706158,DBA,NCI,Gene or Genome
2033,C1335641,DBA,HGNC,Gene or Genome
2034,C2676137,DBA,OMIM,Disease or Syndrome
2035,C0002940,Aneurysm,MDR,Pathologic Function
2036,C0002940,Aneurysm,MSH,Pathologic Function
2037,C0002940,Aneurysm,SNM,Pathologic Function
2038,C0002940,ANEURYSM,CCPSS,Pathologic Function
2039,C0002940,ANEURYSM,COSTAR,Pathologic Function
2040,C0002940,ANEURYSM,CST,Pathologic Function
2041,C0002940,ANEURYSM,DXP,Pathologic Function
2042,C0002940,ANEURYSM,WHO,Pathologic Function
2043,C0002940,aneurysm,AOD,Pathologic Function
2044,C0002940,aneurysm,CSP,Pathologic Function
2045,C0002940,Aneurysm,SNOMEDCT_US,Pathologic Function
2046,C0002940,aneurysm,CHV,Pathologic Function
2048,C0002940,Aneurysm,NANDA-I,Pathologic Function
2049,C0002940,Aneurysm,HPO,Pathologic Function
2051,C0002940,Aneurysm,LNC,Pathologic Function
2052,C0002940,aneurysm,ICPC2ICD10ENG,Pathologic Function
2053,C0002940,Aneurysm,MTH,Pathologic Function
2054,C0002940,Aneurysm,NCI,Pathologic Function
2074,C0453926,Dress,RCD,Manufactured Object
2075,C0453926,dress,CHV,Manufactured Object
2076,C0453926,Dress,SNOMEDCT_US,Manufactured Object
2077,C1142264,Chronic limb-threatening ischemia,MDR,Disease or Syndrome
2078,C1142264,Chronic Limb-Threatening Ischemia,MSH,Disease or Syndrome
2079,C0029410,Hip Osteoarthritis,MSH,Disease or Syndrome
2080,C0029410,Hip osteoarthritis,OMIM,Disease or Syndrome
2081,C0029410,hip osteoarthritis,CHV,Disease or Syndrome
2082,C0029410,Hip osteoarthritis,HPO,Disease or Syndrome
2083,C0029410,Hip Osteoarthritis,NCI,Disease or Syndrome
2084,C5197665,Idiopathic multicentric Castleman disease,ORPHANET,Disease or Syndrome
2085,C0001815,Primary myelofibrosis,MTHICD9,Neoplastic Process
2086,C0001815,primary myelofibrosis,MEDCIN,Neoplastic Process
2087,C0001815,Primary Myelofibrosis,MSH,Neoplastic Process
2088,C0001815,Primary Myelofibrosis,NCI,Neoplastic Process
2089,C0001815,primary myelofibrosis,CHV,Neoplastic Process
2090,C0001815,Primary myelofibrosis,MDR,Neoplastic Process
2092,C0001815,primary myelofibrosis,PDQ,Neoplastic Process
2093,C0001815,Primary myelofibrosis,ORPHANET,Neoplastic Process
2094,C0001815,Primary myelofibrosis,SNOMEDCT_US,Neoplastic Process
2096,C0001815,Primary Myelofibrosis,MTH,Neoplastic Process
2097,C0018920,Cavernous hemangioma,ICD10AMAE,Neoplastic Process
2098,C0018920,Cavernous hemangioma,RCDAE,Neoplastic Process
2099,C0018920,Cavernous hemangioma,RCDSA,Neoplastic Process
2100,C0018920,Cavernous hemangioma,SNM,Neoplastic Process
2101,C0018920,Cavernous hemangioma,SNMI,Neoplastic Process
2102,C0018920,Cavernous Hemangioma,COSTAR,Neoplastic Process
2103,C0018920,Cavernous hemangioma,OMIM,Neoplastic Process
2104,C0018920,cavernous hemangioma,MEDCIN,Neoplastic Process
2106,C0018920,cavernous hemangioma,CHV,Neoplastic Process
2108,C0018920,Cavernous hemangioma,HPO,Neoplastic Process
2109,C0018920,Cavernous Hemangioma,MSH,Neoplastic Process
2110,C0018920,Cavernous hemangioma,SNOMEDCT_US,Neoplastic Process
2111,C0018920,Cavernous Hemangioma,NCI,Neoplastic Process
2113,C0007193,Dilated cardiomyopathy,ICD10,Disease or Syndrome
2114,C0007193,Dilated cardiomyopathy,ICD10AM,Disease or Syndrome
2115,C0007193,Dilated cardiomyopathy,RCD,Disease or Syndrome
2116,C0007193,Dilated cardiomyopathy,OMIM,Disease or Syndrome
2117,C0007193,dilated cardiomyopathy,AOD,Disease or Syndrome
2118,C0007193,dilated cardiomyopathy,BI,Disease or Syndrome
2119,C0007193,dilated cardiomyopathy,MEDCIN,Disease or Syndrome
2120,C0007193,Dilated Cardiomyopathy,NCI,Disease or Syndrome
2121,C0007193,Dilated cardiomyopathy,ICD10CM,Disease or Syndrome
2122,C0007193,dilated cardiomyopathy,CHV,Disease or Syndrome
2123,C0007193,Dilated cardiomyopathy,MEDLINEPLUS,Disease or Syndrome
2124,C0007193,Dilated cardiomyopathy,SNOMEDCT_US,Disease or Syndrome
2125,C0007193,Dilated cardiomyopathy,HPO,Disease or Syndrome
2126,C0007193,Dilated cardiomyopathy,NANDA-I,Disease or Syndrome
2127,C0007193,Dilated Cardiomyopathy,MSH,Disease or Syndrome
2128,C0007193,Dilated cardiomyopathy,ORPHANET,Disease or Syndrome
2129,C0007193,Dilated cardiomyopathy,MDR,Disease or Syndrome
2150,C3714636,Pneumonitis,SNM,Disease or Syndrome
2151,C3714636,PNEUMONITIS,CCPSS,Disease or Syndrome
2152,C3714636,PNEUMONITIS,COSTAR,Disease or Syndrome
2153,C3714636,PNEUMONITIS,CST,Disease or Syndrome
2154,C3714636,PNEUMONITIS,DXP,Disease or Syndrome
2155,C3714636,PNEUMONITIS,WHO,Disease or Syndrome
2156,C3714636,pneumonitis,AOD,Disease or Syndrome
2157,C3714636,pneumonitis,CSP,Disease or Syndrome
2160,C3714636,pneumonitis,MEDCIN,Disease or Syndrome
2161,C3714636,pneumonitis,CHV,Disease or Syndrome
2162,C3714636,Pneumonitis,NCI,Disease or Syndrome
2163,C3714636,Pneumonitis,MTH,Disease or Syndrome
2164,C3714636,Pneumonitis,MSH,Disease or Syndrome
2165,C3714636,Pneumonitis,MDR,Disease or Syndrome
2167,C3714636,Pneumonitis,SNOMEDCT_US,Disease or Syndrome
2168,C3714636,Pneumonitis,OMIM,Disease or Syndrome
2169,C3714636,pneumonitis,ICPC2ICD10ENG,Disease or Syndrome
2170,C3714636,Pneumonitis,ICPC2P,Disease or Syndrome
2171,C3714636,pneumonitis,ICPC2P,Disease or Syndrome
2172,C0003864,Arthritis,ICPC2P,Disease or Syndrome
2173,C0003864,Arthritis,LCH,Disease or Syndrome
2174,C0003864,Arthritis,MSH,Disease or Syndrome
2175,C0003864,Arthritis,RCD,Disease or Syndrome
2176,C0003864,Arthritis,SNM,Disease or Syndrome
2177,C0003864,ARTHRITIS,CCPSS,Disease or Syndrome
2178,C0003864,ARTHRITIS,COSTAR,Disease or Syndrome
2179,C0003864,ARTHRITIS,CST,Disease or Syndrome
2180,C0003864,ARTHRITIS,DXP,Disease or Syndrome
2181,C0003864,ARTHRITIS,WHO,Disease or Syndrome
2182,C0003864,arthritis,AOD,Disease or Syndrome
2183,C0003864,arthritis,BI,Disease or Syndrome
2184,C0003864,arthritis,CSP,Disease or Syndrome
2185,C0003864,Arthritis,OMIM,Disease or Syndrome
2186,C0003864,arthritis,MEDCIN,Disease or Syndrome
2187,C0003864,Arthritis,LNC,Disease or Syndrome
2188,C0003864,arthritis,CHV,Disease or Syndrome
2189,C0003864,Arthritis,MEDLINEPLUS,Disease or Syndrome
2191,C0003864,Arthritis,LCH_NW,Disease or Syndrome
2193,C0003864,Arthritis,MTH,Disease or Syndrome
2194,C0003864,Arthritis,HPO,Disease or Syndrome
2195,C0003864,Arthritis,MDR,Disease or Syndrome
2196,C0003864,Arthritis,NANDA-I,Disease or Syndrome
2200,C0003864,Arthritis,SNOMEDCT_US,Disease or Syndrome
2202,C0003864,arthritis,ICPC2ICD10ENG,Disease or Syndrome
2203,C0003864,Arthritis,PSY,Disease or Syndrome
2204,C0003864,Arthritis,NCI,Disease or Syndrome
2205,C0003864,Arthritis,MTHICD9,Disease or Syndrome
2206,C0003864,arthritis,ICPC2P,Disease or Syndrome
2207,C0040147,Thyroiditis,ICD10,Disease or Syndrome
2208,C0040147,Thyroiditis,ICD10AM,Disease or Syndrome
2209,C0040147,Thyroiditis,ICPC2P,Disease or Syndrome
2210,C0040147,Thyroiditis,LCH,Disease or Syndrome
2211,C0040147,Thyroiditis,MSH,Disease or Syndrome
2212,C0040147,Thyroiditis,RCD,Disease or Syndrome
2213,C0040147,Thyroiditis,SNM,Disease or Syndrome
2214,C0040147,THYROIDITIS,CCPSS,Disease or Syndrome
2215,C0040147,THYROIDITIS,COSTAR,Disease or Syndrome
2216,C0040147,THYROIDITIS,CST,Disease or Syndrome
2217,C0040147,THYROIDITIS,DXP,Disease or Syndrome
2218,C0040147,THYROIDITIS,WHO,Disease or Syndrome
2219,C0040147,thyroiditis,AOD,Disease or Syndrome
2220,C0040147,thyroiditis,BI,Disease or Syndrome
2221,C0040147,thyroiditis,CSP,Disease or Syndrome
2222,C0040147,Thyroiditis,MTH,Disease or Syndrome
2223,C0040147,thyroiditis,MEDCIN,Disease or Syndrome
2224,C0040147,Thyroiditis,ICD10CM,Disease or Syndrome
2225,C0040147,thyroiditis,CHV,Disease or Syndrome
2226,C0040147,Thyroiditis,OMIM,Disease or Syndrome
2227,C0040147,Thyroiditis,LCH_NW,Disease or Syndrome
2228,C0040147,Thyroiditis,HPO,Disease or Syndrome
2229,C0040147,Thyroiditis,MDR,Disease or Syndrome
2231,C0040147,Thyroiditis,SNOMEDCT_US,Disease or Syndrome
2232,C0040147,thyroiditis,ICPC2ICD10ENG,Disease or Syndrome
2233,C0040147,Thyroiditis,NCI,Disease or Syndrome
2234,C0040147,Thyroiditis,ICD9CM,Disease or Syndrome
2235,C0040147,thyroiditis,ICPC2P,Disease or Syndrome
2236,C0205225,Primary,MTH,Qualitative Concept
2237,C0205225,Primary,RCD,Qualitative Concept
2238,C0205225,Primary,SNMI,Qualitative Concept
2239,C0205225,primary,CHV,Qualitative Concept
2240,C0439612,Primary,SNOMEDCT_VET,Temporal Concept
2241,C0205225,Primary,SNOMEDCT_US,Qualitative Concept
2242,C0205225,Primary,LNC,Qualitative Concept
2243,C0205225,Primary,NCI,Qualitative Concept
2244,C2945760,Recurrent,RCD,Temporal Concept
2245,C2945760,Recurrent,SNMI,Temporal Concept
2246,C2945760,RECURRENT,DXP,Temporal Concept
2247,C2945760,recurrent,CHV,Temporal Concept
2248,C2945760,Recurrent,MTH,Temporal Concept
2249,C2945760,Recurrent,SNOMEDCT_US,Temporal Concept
2250,C1455761,Recurrent,LNC,Temporal Concept
2251,C2945760,Recurrent,HPO,Temporal Concept
2252,C2945760,Recurrent,NCI,Temporal Concept
2253,C0011881,Diabetic Kidney Disease,NCI,Disease or Syndrome
2254,C0011881,Diabetic Kidney Disease,MSH,Disease or Syndrome
2255,C0011881,Diabetic Kidney Disease,LNC,Disease or Syndrome
2256,C0011881,Diabetic kidney disease,MDR,Disease or Syndrome
2257,C0009402,CRC,OMIM,Neoplastic Process
2258,C4050364,CRc,NCI,Finding
2259,C0009402,CRC,PDQ,Neoplastic Process
2260,C5401389,CRC,NCI,Cell
2261,C0086445,Idiopathic Membranous Nephropathy,MSH,Disease or Syndrome
2262,C0086445,Idiopathic membranous nephropathy,SNOMEDCT_US,Disease or Syndrome
2263,C0332441,Normal tissue,SNM,Finding
2264,C0040300,Normal Tissue,NCI,Tissue
2265,C0332441,normal tissue,CHV,Finding
2266,C0332441,Normal tissue,SNOMEDCT_US,Finding
2267,C0392492,Chronic apical periodontitis,ICD10,Disease or Syndrome
2268,C0392492,Chronic apical periodontitis,ICD10AM,Disease or Syndrome
2269,C0392492,Chronic apical periodontitis,SNMI,Disease or Syndrome
2270,C0392492,chronic apical periodontitis,MEDCIN,Disease or Syndrome
2271,C0392492,Chronic apical periodontitis,ICD10CM,Disease or Syndrome
2272,C0392492,chronic apical periodontitis,CHV,Disease or Syndrome
2273,C0392492,Chronic apical periodontitis,MDR,Disease or Syndrome
2274,C0392492,Chronic apical periodontitis,SNOMEDCT_US,Disease or Syndrome
2275,C0392492,Chronic apical periodontitis,ICD9CM,Disease or Syndrome
2276,C1449699,Tumor Burden,MSH,Diagnostic Procedure
2277,C1449699,Tumor Burden,NCI,Diagnostic Procedure
2278,C0036202,Sarcoidosis,AIR,Disease or Syndrome
2279,C0036202,Sarcoidosis,ICD10,Disease or Syndrome
2280,C0036202,Sarcoidosis,ICD10AM,Disease or Syndrome
2281,C0036202,Sarcoidosis,ICPC2P,Disease or Syndrome
2282,C0036202,Sarcoidosis,LCH,Disease or Syndrome
2283,C0036202,Sarcoidosis,MSH,Disease or Syndrome
2284,C0036202,Sarcoidosis,MTH,Disease or Syndrome
2285,C0036202,Sarcoidosis,RCD,Disease or Syndrome
2286,C0036202,Sarcoidosis,SNM,Disease or Syndrome
2287,C0036202,SARCOIDOSIS,CCPSS,Disease or Syndrome
