,CUI,STR,SAB,STY
1787,C0030274,Pancreas,LNC,"Body Part, Organ, or Organ Component"
1788,C0771711,pancreas,CHV,Organic Chemical
1789,C0771711,pancreas,CHV,Pharmacologic Substance
1790,C0030274,pancreas,CHV,"Body Part, Organ, or Organ Component"
1792,C0030274,Pancreas,LCH_NW,"Body Part, Organ, or Organ Component"
1793,C0771711,Pancreas,LNC,Organic Chemical
1794,C0771711,Pancreas,LNC,Pharmacologic Substance
1795,C0771711,pancreas,NDDF,Organic Chemical
1796,C0771711,pancreas,NDDF,Pharmacologic Substance
1798,C0030274,Pancreas,SNOMEDCT_US,"Body Part, Organ, or Organ Component"
1799,C4037927,Pancreas,LNC,"Body Part, Organ, or Organ Component"
1801,C0030274,Pancreas,PSY,"Body Part, Organ, or Organ Component"
1802,C0030274,Pancreas,NCI,"Body Part, Organ, or Organ Component"
1803,C0030274,Pancreas,HL7V2.5,"Body Part, Organ, or Organ Component"
1804,C0019829,Hodgkin lymphoma,OMIM,Neoplastic Process
1805,C0019829,Hodgkin Lymphoma,NCI,Neoplastic Process
1806,C0019829,Hodgkin lymphoma,ICD10CM,Neoplastic Process
1807,C0019829,hodgkin lymphoma,CHV,Neoplastic Process
1808,C0019829,HODGKIN LYMPHOMA,OMIM,Neoplastic Process
1809,C0019829,Hodgkin lymphoma,HPO,Neoplastic Process
1810,C0019829,Hodgkin Lymphoma,MSH,Neoplastic Process
1811,C0019829,Hodgkin lymphoma,LNC,Neoplastic Process
1812,C0019829,Hodgkin lymphoma,PDQ,Neoplastic Process
1813,C0019829,Hodgkin lymphoma,CCSR_ICD10CM,Neoplastic Process
1814,C0019829,Hodgkin lymphoma,MEDCIN,Neoplastic Process
1815,C0019829,Hodgkin lymphoma,SNOMEDCT_US,Neoplastic Process
1816,C5557287,Hodgkin Lymphoma,NCI,Intellectual Product
1817,C0019829,Hodgkin lymphoma,ORPHANET,Neoplastic Process
1818,C0019829,Hodgkin Lymphoma,MEDLINEPLUS,Neoplastic Process
1819,C0349632,Splenic Marginal Zone Lymphoma,NCI,Neoplastic Process
1820,C0349632,Splenic marginal zone lymphoma,ICD10CM,Neoplastic Process
1821,C0349632,splenic marginal zone lymphoma,CHV,Neoplastic Process
1822,C0349632,Splenic marginal zone lymphoma,MDR,Neoplastic Process
1824,C0349632,Splenic marginal zone lymphoma,SNOMEDCT_US,Neoplastic Process
1825,C0349632,Splenic marginal zone lymphoma,ORPHANET,Neoplastic Process
1826,C0349632,splenic marginal zone lymphoma,PDQ,Neoplastic Process
1827,C4330475,Immune Cell,NCI,Cell
1836,C0014257,Endothelium,LCH,Tissue
1837,C0014257,Endothelium,MSH,Tissue
1838,C0014257,Endothelium,SNM,Tissue
1839,C0014257,Endothelium,UWDA,Tissue
1840,C0014257,endothelium,AOD,Tissue
1841,C0014257,Endothelium,FMA,Tissue
1842,C0014257,endothelium,CHV,Tissue
1843,C0014257,Endothelium,LCH_NW,Tissue
1844,C0014257,Endothelium,SNOMEDCT_US,Tissue
1845,C0014257,Endothelium,NCI,Tissue
1846,C0368761,blast cells,AOD,Cell
1847,C0523113,blast cells,CHV,Laboratory Procedure
1848,C0038250,blast cells,CHV,Cell
1849,C0523113,Blast cells,MDR,Laboratory Procedure
1850,C0368761,Blast Cells,CPM,Cell
1852,C0368761,Blast Cells,NCI,Cell
1853,C0018894,Helper T cell,SNMI,Cell
1854,C0018894,Helper T cell,FMA,Cell
1855,C0018894,helper t cell,CHV,Cell
1856,C0018894,Helper T cell,SNOMEDCT_US,Cell
1857,C0018894,Helper T Cell,MSH,Cell
1858,C0281508,Desmoplastic Small Round Cell Tumor,MSH,Neoplastic Process
1859,C0281508,Desmoplastic small round cell tumor,MDR,Neoplastic Process
1861,C0281508,Desmoplastic Small Round Cell Tumor,MTH,Neoplastic Process
1862,C1332966,desmoplastic small round cell tumor,PDQ,Neoplastic Process
1863,C0281508,Desmoplastic small round cell tumor,SNOMEDCT_US,Neoplastic Process
1865,C0281508,Desmoplastic small round cell tumor,ORPHANET,Neoplastic Process
1866,C0281508,Desmoplastic Small Round Cell Tumor,NCI,Neoplastic Process
1867,C0027950,polymorphonuclear neutrophils,CHV,Cell
1868,C0027950,Polymorphonuclear Neutrophils,MSH,Cell
1869,C0027950,Polymorphonuclear Neutrophils,NCI,Cell
1870,C1546745,Polymorphonuclear neutrophils,HL7V2.5,Intellectual Product
1871,C1550658,Polymorphonuclear neutrophils,HL7V3.0,Body Substance
1872,C5551176,Tumor cell,SNOMEDCT_US,Cell
1873,C5551176,tumor cell,CHV,Cell
1874,C0431085,Tumor Cell,NCI,Cell
1875,C5235893,Bone Marrow-Derived Mononuclear Cells,NCI,Cell
1883,C0079722,Tumor-Infiltrating Lymphocyte,MSH,Cell
1884,C0332568,Pad,SNM,Neoplastic Process
1885,C1706364,Pad,NCI,Manufactured Object
1886,C1425478,PAD,OMIM,Gene or Genome
1887,C2347441,PAD,VANDF,Biomedical or Dental Material
1888,C1882271,Pad,SNOMEDCT_US,Quantitative Concept
1889,C2347441,Pad,NCI,Biomedical or Dental Material
1890,C0182158,pad,CHV,Medical Device
1891,C0332568,pad,CHV,Neoplastic Process
1892,C1882271,Pad,NCI,Quantitative Concept
1893,C1425244,PAD,HGNC,Gene or Genome
1894,C1425478,PAD,HGNC,Gene or Genome
1895,C1704436,PAD,MEDLINEPLUS,Disease or Syndrome
1897,C3540603,PAD,NCI,Gene or Genome
1898,C3669270,Pad,SNOMEDCT_VET,Anatomical Structure
1899,C4319657,Pad,SNOMEDCT_US,Quantitative Concept
1900,C3814046,PAD,PDQ,Therapeutic or Preventive Procedure
1901,C0332568,Pad,SNOMEDCT_US,Neoplastic Process
1902,C2347441,PAD,NDDF,Biomedical or Dental Material
1903,C2347441,Pad,HL7V3.0,Biomedical or Dental Material
1904,C5392114,Tfh Cells,MSH,Cell
1905,C0039198,Treg Cells,MSH,Cell
1916,C0225828,cardiomyocytes,CHV,Cell
1917,C0225828,Cardiomyocytes,MSH,Cell
1940,C0872076,Pluripotent Stem Cells,MTH,Cell
1941,C0872076,pluripotent stem cells,CHV,Cell
1942,C0872076,Pluripotent Stem Cells,MSH,Cell
1943,C0039198,Regulatory T Cells,MSH,Cell
1944,C2717959,IPS Cell,MSH,Cell
1945,C0682638,Memory B Cells,MSH,Cell
1946,C2717959,Induced Pluripotent Stem Cell,NCI,Cell
1947,C2717959,Induced Pluripotent Stem Cell,MSH,Cell
1948,C2936411,Th17 Cells,MSH,Cell
1949,C0028785,Occipital cortex,FMA,"Body Part, Organ, or Organ Component"
1950,C0028785,occipital cortex,CSP,"Body Part, Organ, or Organ Component"
1951,C0028785,occipital cortex,CHV,"Body Part, Organ, or Organ Component"
1952,C0028785,occipital cortex,NEU,"Body Part, Organ, or Organ Component"
1953,C3811911,Occipital Cortex,MSH,"Body Part, Organ, or Organ Component"
1954,C3811911,occipital cortex,NEU,"Body Part, Organ, or Organ Component"
1955,C0228221,Occipital Cortex,NCI,"Body Part, Organ, or Organ Component"
1956,C3887642,Hippocampus,MSH,"Body Part, Organ, or Organ Component"
1957,C0949582,Hippocampus,NCBI,Fish
1958,C0019564,Hippocampus,SNM,"Body Part, Organ, or Organ Component"
1959,C0019564,Hippocampus,SNMI,"Body Part, Organ, or Organ Component"
1960,C3887642,hippocampus,AOD,"Body Part, Organ, or Organ Component"
1961,C3887642,hippocampus,CSP,"Body Part, Organ, or Organ Component"
1962,C0949582,hippocampus,CHV,Fish
1963,C3887642,hippocampus,CHV,"Body Part, Organ, or Organ Component"
1965,C0019564,Hippocampus,FMA,"Body Part, Organ, or Organ Component"
1966,C0019564,hippocampus,NEU,"Body Part, Organ, or Organ Component"
1967,C0598598,hippocampus,NEU,"Body Part, Organ, or Organ Component"
1968,C3887642,hippocampus,NEU,"Body Part, Organ, or Organ Component"
1969,C0175202,hippocampus,NEU,"Body Part, Organ, or Organ Component"
1970,C0598598,Hippocampus,NEU,"Body Part, Organ, or Organ Component"
1971,C3887642,Hippocampus,NEU,"Body Part, Organ, or Organ Component"
1972,C0019564,Hippocampus,SNOMEDCT_US,"Body Part, Organ, or Organ Component"
1973,C0949582,Hippocampus,SNOMEDCT_US,Fish
1974,C0019564,Hippocampus,PSY,"Body Part, Organ, or Organ Component"
1975,C0019564,Hippocampus,NCI,"Body Part, Organ, or Organ Component"
1976,C0016733,Frontal cortex,FMA,"Body Part, Organ, or Organ Component"
1977,C0228196,frontal cortex,AOD,"Body Part, Organ, or Organ Component"
1978,C0016733,frontal cortex,CSP,"Body Part, Organ, or Organ Component"
1979,C0016733,frontal cortex,CHV,"Body Part, Organ, or Organ Component"
1980,C0016733,frontal cortex,NEU,"Body Part, Organ, or Organ Component"
1981,C0228196,frontal cortex,NEU,"Body Part, Organ, or Organ Component"
1982,C0016733,Frontal Cortex,MSH,"Body Part, Organ, or Organ Component"
1984,C0228196,Frontal Cortex,NCI,"Body Part, Organ, or Organ Component"
1985,C0278701,Gastric adenocarcinoma,OMIM,Neoplastic Process
1986,C0278701,gastric adenocarcinoma,CHV,Neoplastic Process
1987,C0278701,Gastric adenocarcinoma,SNOMEDCT_VET,Neoplastic Process
1988,C0278701,Gastric Adenocarcinoma,PDQ,Neoplastic Process
1989,C0278701,Gastric adenocarcinoma,HPO,Neoplastic Process
1990,C0278701,Gastric Adenocarcinoma,NCI,Neoplastic Process
1991,C0278701,Gastric Adenocarcinoma,MTH,Neoplastic Process
1992,C0022688,Natural Killer Cell,MSH,Cell
1993,C0022688,natural killer cell,AOD,Cell
1994,C0022688,natural killer cell,CSP,Cell
1995,C0022688,Natural killer cell,SNOMEDCT_US,Cell
1996,C0022688,Natural killer cell,FMA,Cell
1997,C0022688,natural killer cell,CHV,Cell
1998,C5400722,Natural Killer Cell,DRUGBANK,Cell
1999,C5400722,Natural Killer Cell,MTH,Cell
2000,C0022688,Natural Killer Cell,NCI,Cell
2001,C5401424,Innate Lymphoid Cell,NCI,Cell
2002,C5401424,Innate Lymphoid Cell,MTH,Cell
2003,C0011306,Dendritic cell,SNM,Cell
2004,C0011306,Dendritic cell,SNMI,Cell
2005,C0011306,Dendritic Cell,MSH,Cell
2006,C0011306,dendritic cell,CSP,Cell
2007,C0011306,dendritic cell,CHV,Cell
2008,C0003315,Dendritic cell,FMA,Cell
2009,C0011306,Dendritic Cell,NCI,Cell
2022,C1417809,CNP,OMIM,Gene or Genome
2023,C1413553,CNP,OMIM,Gene or Genome
2024,C1417809,CNP,HGNC,Gene or Genome
2025,C1413553,CNP,HGNC,Gene or Genome
2026,C3889729,CNP,PDQ,Organic Chemical
2027,C3889729,CNP,PDQ,"Indicator, Reagent, or Diagnostic Aid"
2028,C2347599,CNP,LNC,Professional or Occupational Group
2029,C1171346,hESCs,MSH,Cell
2033,C3539878,Triple negative breast cancer,MDR,Neoplastic Process
2035,C3539878,Triple Negative Breast Cancer,MSH,Neoplastic Process
2036,C0596890,MCF7,NCI,Cell
2037,C0021853,Intestinal,RCD,"Body Part, Organ, or Organ Component"
2038,C0021853,Intestinal,SNMI,"Body Part, Organ, or Organ Component"
2039,C0021853,intestinal,CHV,"Body Part, Organ, or Organ Component"
2040,C0021853,Intestinal,LNC,"Body Part, Organ, or Organ Component"
2041,C5702674,Intestinal,SNOMEDCT_US,Finding
2042,C0021853,Intestinal,NCI,"Body Part, Organ, or Organ Component"
2043,C0030551,Parental,NCI,Family Group
2044,C0030551,Parental,LNC,Family Group
2045,C1523748,HSC,GO,Cell Component
2046,C0018956,HSC,NCI,Cell
2047,C1414862,HSC,HGNC,Gene or Genome
2048,C1417248,MPP,OMIM,Gene or Genome
2049,C1513753,MPP,NCI,Cell
2050,C1413769,MLP,OMIM,Gene or Genome
2051,C1413769,MLP,HGNC,Gene or Genome
2052,C3890909,MLP,NCI,Gene or Genome
2053,C1537665,MLP,OMIM,Gene or Genome
2054,C1537665,MLP,HGNC,Gene or Genome
2055,C1332807,MEP,OMIM,Gene or Genome
2056,C1707163,MEP,NCI,Gene or Genome
2057,C4082175,MEP,NCI,Diagnostic Procedure
2058,C0280541,MEP,PDQ,Therapeutic or Preventive Procedure
2059,C0084989,MEP,PDQ,Therapeutic or Preventive Procedure
2060,C1310906,MEP,NCI,"Amino Acid, Peptide, or Protein"
2061,C1310906,MEP,NCI,Enzyme
2062,C0010729,CMP,SNMI,"Nucleic Acid, Nucleoside, or Nucleotide"
2063,C1417041,CMP,OMIM,Gene or Genome
2064,C0010729,CMP,MSH,"Nucleic Acid, Nucleoside, or Nucleotide"
2065,C0519825,CMP,NCI,Laboratory Procedure
2066,C0010729,CMP,SNOMEDCT_US,"Nucleic Acid, Nucleoside, or Nucleotide"
2067,C1417041,CMP,HGNC,Gene or Genome
2068,C0596993,CMP,NCI,Cell
2069,C0054385,CMP,PDQ,Therapeutic or Preventive Procedure
2070,C0018346,GMP,AOD,"Nucleic Acid, Nucleoside, or Nucleotide"
2071,C0018346,GMP,AOD,Biologically Active Substance
2072,C0018346,GMP,CSP,"Nucleic Acid, Nucleoside, or Nucleotide"
2073,C0018346,GMP,CSP,Biologically Active Substance
2074,C0018346,GMP,SNMI,"Nucleic Acid, Nucleoside, or Nucleotide"
2075,C0018346,GMP,SNMI,Biologically Active Substance
2076,C0018346,gmp,CHV,"Nucleic Acid, Nucleoside, or Nucleotide"
2077,C0018346,gmp,CHV,Biologically Active Substance
2078,C1417862,GMP,HGNC,Gene or Genome
2079,C3540519,GMP,NCI,"Amino Acid, Peptide, or Protein"
2080,C3540519,GMP,NCI,Enzyme
2081,C0018346,GMP,SNOMEDCT_US,"Nucleic Acid, Nucleoside, or Nucleotide"
2082,C0018346,GMP,SNOMEDCT_US,Biologically Active Substance
2083,C1706982,GMP,NCI,Cell
2084,C0023516,WBC,CCPSS,Cell
2085,C0023516,WBC,MTH,Cell
2086,C0023516,WBC,LNC,Cell
2087,C0023516,WBC,CHV,Cell
2088,C0023516,WBC,MDR,Cell
2089,C0162597,Stromal Cells,MSH,Cell
2090,C0162597,stromal cells,CHV,Cell
2091,C0162597,Stromal Cells,NCI,Cell
2092,C0242629,cd8 cell,CHV,Cell
2093,C0242629,CD8 Cell,NCI,Cell
2097,C0006142,breast cancer,AOD,Neoplastic Process
2098,C0006142,breast cancer,BI,Neoplastic Process
2099,C0006142,Breast cancer,RCD,Neoplastic Process
2100,C0006142,Breast cancer,OMIM,Neoplastic Process
2101,C0006142,BREAST CANCER,OMIM,Neoplastic Process
2102,C0006142,breast cancer,MEDCIN,Neoplastic Process
2104,C0006142,BREAST CANCER,CCPSS,Neoplastic Process
2105,C0006142,breast cancer,CHV,Neoplastic Process
2106,C0678222,breast cancer,CHV,Neoplastic Process
2107,C0006142,Breast Cancer,MEDLINEPLUS,Neoplastic Process
2108,C0006142,Breast cancer,LNC,Neoplastic Process
2109,C0678222,Breast cancer,HPO,Neoplastic Process
2110,C0006142,Breast cancer,MDR,Neoplastic Process
2112,C0006142,Breast cancer,SNOMEDCT_US,Neoplastic Process
2113,C0006142,breast cancer,PDQ,Neoplastic Process
2114,C0006142,breast cancer,CSP,Neoplastic Process
2115,C0678222,Breast Cancer,NCI,Neoplastic Process
2116,C0006142,Breast Cancer,MSH,Neoplastic Process
2117,C0024432,Monocyte-Derived Macrophages,MSH,Cell
2130,C0007226,Cardiovascular,SNMI,Body System
2131,C3887460,CARDIOVASCULAR,OMIM,Body System
2132,C0007226,Cardiovascular,NCI,Body System
2133,C0007226,cardiovascular,BI,Body System
2134,C0007226,CARDIOVASCULAR,CCPSS,Body System
2135,C3887460,Cardiovascular,LNC,Body System
2137,C3887460,Cardiovascular,MTH,Body System
2139,C3887460,Cardiovascular,NCI,Body System
2145,C0004561,B-cell,RCD,Cell
2146,C0004561,B-cell,LNC,Cell
2147,C0004561,b-cell,CHV,Cell
2149,C0004561,B-cell,SNOMEDCT_US,Cell
2151,C0004561,B-Cell,NCI,Cell
2156,C0037868,Sperm,SNMI,Cell
2157,C0037868,sperm,AOD,Cell
2158,C0037868,sperm,CSP,Cell
2159,C0037868,Sperm,FMA,Cell
2160,C0037868,sperm,CHV,Cell
2161,C0037868,Sperm,UWDA,Cell
2162,C0037868,Sperm,MSH,Cell
2163,C0037868,Sperm,SNOMEDCT_US,Cell
2164,C0037868,Sperm,PSY,Cell
2165,C0037868,Sperm,NCI,Cell
2172,C0445208,RPE,RCD,Classification
2173,C1419621,RPE,OMIM,Gene or Genome
2174,C1419621,RPE,HGNC,Gene or Genome
2175,C4050303,RPE,NCI,Intellectual Product
2176,C0445208,RPE,SNOMEDCT_US,Classification
2177,C0035322,RPE,NCI,"Body Part, Organ, or Organ Component"
2178,C0205824,Dedifferentiated Liposarcoma,MSH,Neoplastic Process
2179,C0205824,Dedifferentiated liposarcoma,ICD10AM,Neoplastic Process
2180,C0205824,Dedifferentiated liposarcoma,RCD,Neoplastic Process
2181,C0205824,Dedifferentiated liposarcoma,SNMI,Neoplastic Process
2182,C0205824,dedifferentiated liposarcoma,MEDCIN,Neoplastic Process
2183,C0205824,Dedifferentiated liposarcoma,MDR,Neoplastic Process
2185,C0205824,dedifferentiated liposarcoma,PDQ,Neoplastic Process
2186,C0205824,Dedifferentiated liposarcoma,SNOMEDCT_US,Neoplastic Process
2188,C0205824,Dedifferentiated liposarcoma,ORPHANET,Neoplastic Process
2189,C0205824,Dedifferentiated Liposarcoma,NCI,Neoplastic Process
2190,C0023516,Leukocytes,MSH,Cell
2191,C0023516,leukocytes,AOD,Cell
2192,C0023516,leukocytes,MTH,Cell
2193,C0023516,Leukocytes,LNC,Cell
2194,C0023516,leukocytes,CHV,Cell
2198,C0023516,leukocytes,NDDF,Cell
2200,C0023516,Leukocytes,CPM,Cell
2203,C0023516,Leukocytes,MTH,Cell
2204,C0023516,Leukocytes,PSY,Cell
2205,C0023516,Leukocytes,NCI,Cell
2206,C1550647,Leukocytes,HL7V3.0,Body Substance
2207,C0023516,Leukocytes,HL7V2.5,Cell
2208,C1547962,Leukocytes,HL7V2.5,Intellectual Product
2220,C5544421,Stromal Vascular Fraction,MSH,Body Substance
2227,C4277548,Cancer-Associated Fibroblasts,MSH,Cell
2228,C4277548,Cancer-Associated Fibroblasts,MTH,Cell
2229,C0039194,t-cells,CHV,Cell
2230,C0039194,T-Cells,MSH,Cell
2231,C0039194,T-Cells,NCI,Cell
2232,C1621958,GBM,OMIM,Neoplastic Process
2233,C1621958,GBM,ORPHANET,Neoplastic Process
2234,C0599297,GBM,NCI,"Body Part, Organ, or Organ Component"
2238,C0596508,ES cell,CSP,Cell
2239,C0596508,es cell,CHV,Cell
2247,C4744926,Bone Marrow Mononuclear Cell,NCI,Cell
2248,C4744926,Bone Marrow Mononuclear Cell,MTH,Cell
2249,C0029418,Osteoblast,MSH,Cell
2250,C0029418,Osteoblast,SNM,Cell
2251,C0029418,Osteoblast,SNMI,Cell
2252,C0029418,Osteoblast,UWDA,Cell
2253,C0029418,osteoblast,AOD,Cell
2254,C0029418,osteoblast,CSP,Cell
2255,C0029418,Osteoblast,FMA,Cell
2256,C0029418,osteoblast,CHV,Cell
2257,C0029418,Osteoblast,SNOMEDCT_US,Cell
2258,C0029418,Osteoblast,NCI,Cell
2259,C0872076,Pluripotent stem cell,FMA,Cell
2260,C0872076,pluripotent stem cell,CHV,Cell
2261,C0872076,pluripotent stem cell,CSP,Cell
2262,C0872076,Pluripotent Stem Cell,MSH,Cell
2263,C0872076,Pluripotent stem cell,UWDA,Cell
2264,C0872076,Pluripotent Stem Cell,NCI,Cell
2276,C0206728,Plexiform neurofibroma,ICD10AM,Neoplastic Process
2277,C0206728,Plexiform neurofibroma,RCD,Neoplastic Process
2278,C0206728,Plexiform neurofibroma,SNM,Neoplastic Process
2279,C0206728,Plexiform neurofibroma,SNMI,Neoplastic Process
2280,C0206728,Plexiform Neurofibroma,MSH,Neoplastic Process
2281,C0206728,plexiform neurofibroma,PDQ,Neoplastic Process
2282,C0206728,Plexiform neurofibroma,OMIM,Neoplastic Process
2283,C0206728,plexiform neurofibroma,CHV,Neoplastic Process
2284,C0206728,Plexiform neurofibroma,HPO,Neoplastic Process
2285,C0206728,Plexiform neurofibroma,MDR,Neoplastic Process
2286,C0206728,Plexiform neurofibroma,SNOMEDCT_US,Neoplastic Process
2288,C0206728,Plexiform Neurofibroma,NCI,Neoplastic Process
2289,C0206728,Plexiform Neurofibroma,MTH,Neoplastic Process
2290,C0346057,Cutaneous neurofibroma,RCD,Neoplastic Process
2291,C0346057,Cutaneous Neurofibroma,NCI,Neoplastic Process
2292,C0346057,Cutaneous neurofibroma,SNOMEDCT_US,Neoplastic Process
2293,C0346057,Cutaneous neurofibroma,MTH,Neoplastic Process
2294,C1709160,Neoplastic,NCI,Qualitative Concept
2295,C0028944,Oligodendrocyte,MSH,Cell
2296,C0028944,Oligodendrocyte,SNM,Cell
2297,C0028944,Oligodendrocyte,SNMI,Cell
2298,C0028944,oligodendrocyte,AOD,Cell
2299,C0028944,oligodendrocyte,CSP,Cell
2300,C0028944,Oligodendrocyte,FMA,Cell
2301,C0028944,oligodendrocyte,CHV,Cell
2302,C0028944,Oligodendrocyte,SNOMEDCT_US,Cell
2303,C0028944,Oligodendrocyte,NCI,Cell
2304,C4330852,OPC,PDQ,Pharmacologic Substance
2306,C1801960,Vascular,SNMI,Qualitative Concept
2307,C1801960,Vascular,OMIM,Qualitative Concept
2308,C1801960,Vascular,MTH,Qualitative Concept
2309,C1801960,vascular,CSP,Qualitative Concept
2310,C0005847,vascular,CHV,"Body Part, Organ, or Organ Component"
2311,C0005847,Vascular,SNOMEDCT_VET,"Body Part, Organ, or Organ Component"
2312,C1801960,Vascular,NCI,Qualitative Concept
2331,C0017471,Germ Cell,MSH,Cell
2332,C0017471,germ cell,AOD,Cell
2333,C0017471,germ cell,CSP,Cell
2334,C0017471,germ cell,CHV,Cell
2335,C0017471,Germ cell,UWDA,Cell
2336,C0017471,Germ cell,SNOMEDCT_US,Cell
2337,C0017471,Germ Cell,NCI,Cell
2351,C5780152,Tumor biopsy,MDR,Diagnostic Procedure
2353,C0001280,Activated macrophage,SNM,Cell
2354,C0001280,Activated macrophage,SNMI,Cell
2355,C0001280,activated macrophage,CHV,Cell
2356,C0001280,Activated macrophage,SNOMEDCT_US,Cell
2357,C0017638,Glioma,MDR,Neoplastic Process
2358,C0017638,Glioma,MSH,Neoplastic Process
2359,C0017638,Glioma,MTH,Neoplastic Process
2360,C0017638,Glioma,RCD,Neoplastic Process
2361,C0017638,GLIOMA,COSTAR,Neoplastic Process
2362,C0017638,GLIOMA,DXP,Neoplastic Process
2363,C0017638,glioma,AOD,Neoplastic Process
2364,C0017638,glioma,CSP,Neoplastic Process
2365,C0017638,Glioma,OMIM,Neoplastic Process
2366,C0017638,Glioma,SNOMEDCT_US,Neoplastic Process
2367,C0017638,glioma,CHV,Neoplastic Process
2368,C0017638,Glioma,MEDLINEPLUS,Neoplastic Process
2369,C0017638,glioma,MEDCIN,Neoplastic Process
2370,C0017638,Glioma,NCI,Neoplastic Process
2371,C0017638,Glioma,HPO,Neoplastic Process
2374,C0017638,Glioma,ORPHANET,Neoplastic Process
2375,C0036387,Schwann cell,AOD,Cell
2376,C0036387,Schwann cell,CSP,Cell
2377,C0036387,Schwann cell,SNM,Cell
2378,C0036387,Schwann cell,SNMI,Cell
2379,C0036387,Schwann cell,FMA,Cell
2380,C0036387,schwann cell,CHV,Cell
2381,C0036387,Schwann cell,SNOMEDCT_US,Cell
2382,C0036387,Schwann Cell,MSH,Cell
2383,C0036387,Schwann Cell,NCI,Cell
2384,C0028587,NPC,GO,Cell Component
2385,C0220756,NPC,OMIM,Disease or Syndrome
2386,C0598988,npc,CHV,Cell Component
2387,C2931822,NPC,OMIM,Neoplastic Process
2388,C0598988,NPC,NCI,Cell Component
2389,C0169014,EPC,MSH,Organic Chemical
2390,C0169014,EPC,MSH,Pharmacologic Substance
2405,C0055598,VCAP,PDQ,Therapeutic or Preventive Procedure
2406,C0163868,VCAP,NCI,Therapeutic or Preventive Procedure
2407,C0135615,PC3,CSP,"Amino Acid, Peptide, or Protein"
2408,C0135615,PC3,CSP,Enzyme
2409,C0450691,PC3,RCD,Body Location or Region
2410,C1704969,PC3,NCI,Gene or Genome
2411,C1418388,PC3,OMIM,Gene or Genome
2412,C1366526,PC3,OMIM,Gene or Genome
2413,C1366526,PC3,HGNC,Gene or Genome
2414,C1418388,PC3,HGNC,Gene or Genome
2415,C1423866,PC3,HGNC,Gene or Genome
2416,C3714948,PC3,OMIM,Disease or Syndrome
2417,C4282434,PC3,NCI,Gene or Genome
2418,C1423866,PC3,OMIM,Gene or Genome
2419,C0450691,PC3,SNOMEDCT_US,Body Location or Region
2420,C5781379,PC3,NCI,Gene or Genome
2431,C0009402,colorectal cancer,AOD,Neoplastic Process
2432,C0009402,colorectal cancer,BI,Neoplastic Process
2433,C0009402,COLORECTAL CANCER,OMIM,Neoplastic Process
2434,C0009402,Colorectal cancer,CCS,Neoplastic Process
2435,C0009402,colorectal cancer,CHV,Neoplastic Process
2436,C0009402,Colorectal Cancer,MEDLINEPLUS,Neoplastic Process
2437,C0009402,Colorectal cancer,OMIM,Neoplastic Process
2438,C0009402,colorectal cancer,MEDCIN,Neoplastic Process
2446,C0009402,Colorectal cancer,MDR,Neoplastic Process
2447,C0009402,Colorectal cancer,NANDA-I,Neoplastic Process
2449,C4722085,Colorectal cancer,SNOMEDCT_US,Neoplastic Process
2450,C0009402,Colorectal Cancer,MSH,Neoplastic Process
2451,C0009402,colorectal cancer,PDQ,Neoplastic Process
2452,C0009402,Colorectal Cancer,NCI,Neoplastic Process
2453,C0009402,colorectal cancer,CSP,Neoplastic Process
2454,C1140680,ovarian cancer,CSP,Neoplastic Process
2455,C1140680,OVARIAN CANCER,CCPSS,Neoplastic Process
2456,C1140680,OVARIAN CANCER,CST,Neoplastic Process
2457,C1140680,ovarian cancer,MEDCIN,Neoplastic Process
2459,C1140680,OVARIAN CANCER,OMIM,Neoplastic Process
2460,C1140680,Ovarian cancer,OMIM,Neoplastic Process
2461,C1140680,ovarian cancer,CHV,Neoplastic Process
2463,C1140680,Ovarian Cancer,MEDLINEPLUS,Neoplastic Process
2464,C1140680,Ovarian cancer,LNC,Neoplastic Process
2465,C1140680,Ovarian cancer,SNOMEDCT_US,Neoplastic Process
2466,C1140680,Ovarian cancer,MDR,Neoplastic Process
2467,C1140680,Ovarian Cancer,MSH,Neoplastic Process
2469,C1140680,Ovarian cancer,HPO,Neoplastic Process
2470,C0919267,ovarian cancer,PDQ,Neoplastic Process
2471,C1140680,Ovarian cancer,ORPHANET,Neoplastic Process
2472,C1140680,Ovarian Cancer,NCI,Neoplastic Process
2479,C0019409,Heterogeneous,NCI,Qualitative Concept
2480,C4505105,Oligodendrocyte Precursor Cells,MSH,Cell
2481,C0041178,Trophoblast,LCH,Embryonic Structure
2482,C0041178,Trophoblast,SNM,Embryonic Structure
2483,C0041178,trophoblast,CSP,Embryonic Structure
2484,C0041178,Trophoblast,FMA,Embryonic Structure
2485,C0041178,trophoblast,CHV,Embryonic Structure
2486,C0041178,Trophoblast,NCI,Embryonic Structure
2487,C0041178,Trophoblast,LCH_NW,Embryonic Structure
2488,C0041178,Trophoblast,MSH,Embryonic Structure
2489,C0041178,Trophoblast,SNOMEDCT_US,Embryonic Structure
2490,C0041178,trophoblast,MTH,Embryonic Structure
2506,C2350466,Natural Killer T Cells,MSH,Cell
2507,C2350467,Invariant Natural Killer T Cells,MSH,Cell
2512,C1113654,Neural stem cell,FMA,Cell
2513,C1113654,Neural Stem Cell,MSH,Cell
2514,C1113654,Neural Stem Cell,NCI,Cell
2515,C1171346,Human Embryonic Stem Cells,MSH,Cell
2520,C2350466,NKT Cells,MSH,Cell
